,item,level,name,quantity,unit
0,7286A,1,GES ULTRA HIV AG-AG PLAQ.ETIQ.,10200.0,/PC
1,7361E,1,S.LAV. R2 20X 235ML LOGO CPL,2040.0,/PC
2,7286B,1,GES ULTRA HIVAG CTL NEG R3 R-E,2040.0,/PC
3,7286C,1,GES ULTRA HIVAG CTL POS R4 R-E,2040.0,/PC
4,7286D,1,GES ULTRA HIV AG CTL+AG R5 R-E,2040.0,/PC
5,7286E,1,GES ULTRA HIVAG CONJ 1  R6 R-E,4080.0,/PC
6,7288F,1,GES ULTRA HIVAG CJ2 R7A R-E 5P,4080.0,/PC
7,7288G,1,GES ULTRA HIV DL.CJ R7B R-E 5P,4080.0,/PC
8,7360G,1,TP SUBS.R8 WW2 ET-REP GEN. CE,4080.0,/PC
9,7436L,1,CHROM.R9 WW3 ETIQ-REP CLP,4080.0,/PC
10,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,6120.0,/PC
11,883412,1,PACK BIO-RAD 5PL D=34 UNIC,2040.0,/PC
12,883188,1,ETI BT GES ULTRA 72386-388 CLP,2142.0,/PC
13,883637,1,NOT.GENSCR ULTRA 72386-388 2L,2040.0,/PC
14,860209,1,CAISSE QT EXCEPTEE 448X236X291,510.0,/PC
15,864006,1,ET.NEUTRE BLANCHE (70X180),510.0,/PC
16,7201L1H,2,GP 160 PURIFIEE HIV1/2,112.2,MG
17,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,11.0,/PC
18,7248J,2,SOL.STOCK PEPT41-2-1 O4 1MG/ML,5.1,ML
19,7248K,2,SOL.STOCK PEPT.AFR.21 1MG/ML,12.24,ML
20,7354M1H,2,AC PURIF ANTI P25 (25-2) BV,17.34,MG
21,7354P1H,2,AC PURIFIE ANTI P25(25-4) BV,174.42,MG
22,7356D1H,2,GES HIV 86 P24/P26 AC PUR BV,142.8,MG
23,213522,2,CHLORURE POTASSIUM/1KG,92.259,G
24,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,8262.0,G
25,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,835.38,G
26,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,218.48400000000004,G
27,274500,2,SACCHAROSE/25KG,22.95,KG
28,563400,2,MICROTITER PLATE CAO CSO*,10506.0,/PC
29,719531,2,DITHIOTREITOL/5G,5000.0,MG
30,720070,2,CHAPS/10G,3855.6,MG
31,800268,2,AMPHOTERICINE B SOLUBLE/50MG,2.295,GAI
32,800558,2,LAIT ECREME UHT,112.2,L
33,800772,2,UREE/5KG,24.786,KG
34,800972,2,SACHET SILICAGEL  ALLERGOLAM,10506.0,/PC
35,801070,2,EAU PPI/5L CAO,112.2,L
36,704004,2,"PHOSPHATE DISODIUM/2,5KG",658.716,G
37,801518,2,TWEEN 20/1L,459.0,ML
38,801519,2,SODIUM HYDROGENOCARBONATE/5KG,925.344,G
39,801520,2,CARBONATE SODIUM ANHYDRE/5KG,291.924,G
40,800016,2,EAU PPI/1L CAO,2.0,L
41,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,2091.0,M
42,581400,2,POCHE FLEXEL 200L NON STERILE,1.0,/PC
43,7360Z,2,S.LAV. R2 20X VRAC,479.4,L
44,764010,2,FLAC.NAL 250ML TRANSP.N-ST CAO,2102.0,/PC
45,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,2102.0,/PC
46,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,2142.0,/PC
47,7292A,2,GES ULTRA HIV AG R3 NEG. VRAC,5.304,L
48,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,2040.0,/PC
49,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2040.0,/PC
50,883031,2,ET.FL  20x45mm   GES ULTRA,2040.0,/PC
51,7286J,2,GES ULTRA HIV AG CTL+ R4 VRAC,2.244,L
52,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,2040.0,/PC
53,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2040.0,/PC
54,883284,2,ETIQ.GES ULTRA 20x45mm XI CLP,2142.0,/PC
55,7286K,2,GES ULTRA HIV AG CTL+AG R5 VR,2.244,L
56,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,2040.0,/PC
57,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2040.0,/PC
58,883284,2,ETIQ.GES ULTRA 20x45mm XI CLP,2142.0,/PC
59,7286S,2,GES ULTRA HIV AG VRAC CONJ.N°1,42.84,L
60,764006,2,FLAC.NAL15ML TRAN.STER.CAO-CSO,4080.0,/PC
61,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,4080.0,/PC
62,883118,2,ETI.GES ULTRA 30x50mm XI CLP,4284.0,/PC
63,7286T,2,GES ULTRA HIVAG-AC VR CONJ.N°2,12.24,L
64,866028,2,BOUCH.LYO.VIS ROUGE Ø18MM 1008,4080.0,/PC
65,545300,2,CAPSULE DIN 18 JOINT TEFLON,4080.0,/PC
66,561986,2,FL.VIS 35 ML VN JN DIN 18 CAO,4080.0,/PC
67,883118,2,ETI.GES ULTRA 30x50mm XI CLP,4284.0,/PC
68,7286U,2,GES ULTRA HIVAG-AC VR DIL.CONJ,124.44,L
69,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,4080.0,/PC
70,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,4080.0,/PC
71,883118,2,ETI.GES ULTRA 30x50mm XI CLP,4284.0,/PC
72,7114X,2,TP SUBSTRAT WW2 / TMB VRAC,257.04,L
73,764008,2,FLAC.NAL 60ML OPAQ N-STE  CAO,4203.0,/PC
74,764018,2,CAPS.OPA NALGE 60ML OPAQ. CAO,4203.0,/PC
75,883003,2,ET. CE TP.SUBST.TMB 60ML  R8,4284.0,/PC
76,7114V,2,CHROM. TMB WW3 VRAC COLORE,24.48,L
77,545300,2,CAPSULE DIN 18 JOINT TEFLON,4203.0,/PC
78,562139,2,FL.VIS 5ML VN JNE DIN 18 CAO,4203.0,/PC
79,862213,2,ETIQ R9 TMB COLORE,4080.0,/PC
80,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,171.36,L
81,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,6304.0,/PC
82,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,6304.0,/PC
83,862211,2,ETIQ SOL.ARRET1N LOGO CORROSIF,6426.0,/PC
84,7201L,3,"Purified Recombinant Protein,",112.2,MG
85,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.0682,L
86,545300,3,CAPSULE DIN 18 JOINT TEFLON,12.0,/PC
87,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,12.0,/PC
88,716044,3,PEPTIDE 41 2 1 OH,5.1,MG
89,800016,3,EAU PPI/1L CAO,0.0050999999999999995,L
90,701073,3,PEPTIDE AFR 21 K,12.24,MG
91,800016,3,EAU PPI/1L CAO,0.012240000000000001,L
92,7354M,3,Mab anti p25.2 Purified,17.34,MG
93,7354P,3,Mab anti p25 (25.4),174.42,MG
94,7356D,3,Mab anti p25 (86A7A12),142.8,MG
95,280504,3,TRIZMA BASE/5KG,11.601479999999999,KG
96,720020,3,CHLORURE SODIUM/25KG,119.85,KG
97,801518,3,TWEEN 20/1L,9.588,L
98,701129,3,PROCLIN 300/2L,0.19175999999999999,L
99,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",6.951299999999999,L
100,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
