,item,level,name,quantity,unit
0,6292E,1,PL.ASP.PROFIC. R_ ET_______ P1,150.0,/PC
1,6292F,1,PL.ASP.PROFIC. R_ ET________P2,150.0,/PC
2,6292G,1,PL.ASP.PROFIC. R_ ET________P3,150.0,/PC
3,6292H,1,PL.ASP.PROFIC. R_ ET________P4,150.0,/PC
4,6292J,1,PL.ASP.PROFIC. R_ ET________P5,150.0,/PC
5,6292K,1,PL.ASP.PROFIC. R_ ET________P6,150.0,/PC
6,863300,1,CAL.MOUSSE PAST.CAND./ASPERG,300.0,/PC
7,864021,1,NOT.62792 PROFICIENCY PANEL,150.0,/PC
8,880994,1,ETIQ NEUTRE 50x60,150.0,/PC
9,880649,1,ETUI 105X100X70 CONSER.SOUCH,150.0,/PC
10,6292R,2,PLAT.ASP.PROFIC. PT0 VRAC,150.0,ML
11,866030,2,BOUCH.LYO ROUGE Ø14 1067,150.0,/PC
12,545267,2,CAPS DIN14 J.BUTYL TEFLON BLAN,150.0,/PC
13,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,155.0,/PC
14,880996,2,ETIQ NEUTRE 20x40,150.0,/PC
15,6292L,2,"PLAT.ASP.PROFIC.PT0,25 VRAC",150.0,ML
16,866030,2,BOUCH.LYO ROUGE Ø14 1067,150.0,/PC
17,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,150.0,/PC
18,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,155.0,/PC
19,880996,2,ETIQ NEUTRE 20x40,150.0,/PC
20,6292M,2,"PLAT.ASP.PROFIC.PT0,75 VRAC",150.0,ML
21,866030,2,BOUCH.LYO ROUGE Ø14 1067,150.0,/PC
22,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,150.0,/PC
23,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,155.0,/PC
24,880996,2,ETIQ NEUTRE 20x40,150.0,/PC
25,6292N,2,"PLAT.ASP.PROFIC.PT1,25 VRAC",150.0,ML
26,866030,2,BOUCH.LYO ROUGE Ø14 1067,150.0,/PC
27,545213,2,CAPS DIN 14 BUTYL TEFLON BLEUE,150.0,/PC
28,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,155.0,/PC
29,880996,2,ETIQ NEUTRE 20x40,150.0,/PC
30,6292P,2,PLAT.ASP.PROFIC.PT2 VRAC,150.0,ML
31,866030,2,BOUCH.LYO ROUGE Ø14 1067,150.0,/PC
32,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,150.0,/PC
33,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,155.0,/PC
34,880996,2,ETIQ NEUTRE 20x40,150.0,/PC
35,6292Q,2,PLAT.ASP.PROFIC.PT4 VRAC,150.0,ML
36,866030,2,BOUCH.LYO ROUGE Ø14 1067,150.0,/PC
37,545216,2,CAPS DIN 14 BUTYL TEFLON NOIRE,150.0,/PC
38,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,155.0,/PC
39,880996,2,ETIQ NEUTRE 20x40,150.0,/PC
40,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,0.15,L
41,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
42,800016,3,EAU PPI/1L CAO,0.166,L
43,6297V,3,SOL.STOCK GALATOMANNAN,0.0015,ML
44,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,0.15,L
45,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
46,800016,3,EAU PPI/1L CAO,0.33299999999999996,L
47,6297V,3,SOL.STOCK GALATOMANNAN,0.0015,ML
48,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,0.15,L
49,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
50,800016,3,EAU PPI/1L CAO,0.33299999999999996,L
51,6297V,3,SOL.STOCK GALATOMANNAN,0.003,ML
52,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,0.15,L
53,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
54,800016,3,EAU PPI/1L CAO,0.33299999999999996,L
55,6297V,3,SOL.STOCK GALATOMANNAN,0.0045,ML
56,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,2.25e-06,L
57,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
58,800016,3,EAU PPI/1L CAO,0.33299999999999996,L
59,6297V,3,SOL.STOCK GALATOMANNAN,0.0075,ML
60,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,0.15,L
61,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
62,800016,3,EAU PPI/1L CAO,0.33299999999999996,L
63,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.15,L
64,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.15,L
65,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.15,L
66,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.15,L
67,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.15,L
68,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.15,L
69,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.15,L
70,701262,5,SERUM HUMAIN NORMAL IBBI,0.15,L
71,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
72,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
73,517587,5,CARTOUCHE SUPOR,1.0,/PC
74,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
75,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
76,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
77,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
78,701262,5,SERUM HUMAIN NORMAL IBBI,0.15,L
79,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
80,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
81,517587,5,CARTOUCHE SUPOR,1.0,/PC
82,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
83,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
84,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
85,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
86,701262,5,SERUM HUMAIN NORMAL IBBI,0.15,L
87,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
88,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
89,517587,5,CARTOUCHE SUPOR,1.0,/PC
90,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
91,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
92,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
93,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
94,701262,5,SERUM HUMAIN NORMAL IBBI,0.15,L
95,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
96,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
97,517587,5,CARTOUCHE SUPOR,1.0,/PC
98,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
99,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
100,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
101,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
102,701262,5,SERUM HUMAIN NORMAL IBBI,0.15,L
103,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
104,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
105,517587,5,CARTOUCHE SUPOR,1.0,/PC
106,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
107,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
108,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
109,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
110,701262,5,SERUM HUMAIN NORMAL IBBI,0.15,L
111,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
112,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
113,517587,5,CARTOUCHE SUPOR,1.0,/PC
114,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
115,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
116,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
117,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
118,701262,5,SERUM HUMAIN NORMAL IBBI,0.15,L
119,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
120,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
121,517587,5,CARTOUCHE SUPOR,1.0,/PC
122,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
123,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
124,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
125,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
