,item,level,name,quantity,unit
0,7296A,1,LYME IgM TMB/PLAQ R1 S.SAC ETI,1000.0,/PC
1,7361A,1,S.LAV. R2 20X 70ML LOGO CPL,1000.0,/PC
2,2596B,1,LYME IgM US CTL NEG R3 ETIQ,1000.0,/PC
3,2596C,1,LYME IgM US CTL POS1 R4 ETIQ,1000.0,/PC
4,2596D,1,LYME IgM US CTL POS2 R5 ETIQ,1000.0,/PC
5,7296E,1,PLAT  LYME IgM Ag LYO R6a ETI,2000.0,/PC
6,7296F,1,PLA  LYME IgM CONJ 50X R6b ETI,1000.0,/PC
7,7296H,1,PLAT LYME IgM DILUANT R7 ETIQ,2000.0,/PC
8,620585,1,TMB R9 CHROMOGENIQ/30ML ETIQ,1000.0,/PC
9,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,1000.0,/PC
10,561958,1,ADHESIF UNIT./MICROPL 96TCAO,4000.0,/PC
11,881172,1,NOT PL LYME IGM US 25296 CLP,1000.0,/PC
12,883199,1,ETIQ PP LOGO CLP GHS05,1000.0,/PC
13,883409,1,PACK MICROPLAQUES BIO-RAD,1000.0,/PC
14,860208,1,CAISSE QT EXCEPTEE 403X252X291,250.0,/PC
15,864006,1,ET.NEUTRE BLANCHE (70X180),250.0,/PC
16,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,0.585,KG
17,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,17.55,G
18,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,118.3,G
19,201502,2,"ALBUMINE BOVINE PH5,2 LYO/1KG*",195.0,G
20,274500,2,SACCHAROSE/25KG,3.25,KG
21,801070,2,EAU PPI/5L CAO,22.0,L
22,801519,2,SODIUM HYDROGENOCARBONATE/5KG,164.64,G
23,801520,2,CARBONATE SODIUM ANHYDRE/5KG,51.94,G
24,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,1.0,/PC
25,517368,2,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
26,7374V1F,2,AC CHEVRE ANTI IGM CTL,140.0,MG
27,563271,2,MICROTITER SECABL.LOCKWELL CAO,1000.0,/PC
28,800972,2,SACHET SILICAGEL  ALLERGOLAM,1000.0,/PC
29,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,205.0,M
30,800016,2,EAU PPI/1L CAO,2.0,L
31,7360Z,2,S.LAV. R2 20X VRAC,75.0,L
32,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,1030.0,/PC
33,764013,2,FLAC.NAL 125ML TRANSP.N-ST CAO,1030.0,/PC
34,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,1050.0,/PC
35,7296M,2,PLAT LYME IgM CTL NEG R3 VRAC,1000.0,ML
36,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,1030.0,/PC
37,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
38,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1050.0,/PC
39,7296J,2,PLA LYME IgM CTL POS1 R4 VRAC,1000.0,ML
40,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,1030.0,/PC
41,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
42,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1000.0,/PC
43,7296N,2,PLA LYME IgM CTL POS2 R5 VRAC,1000.0,ML
44,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,1030.0,/PC
45,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
46,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1050.0,/PC
47,7296K,2,PLAT LYME IgM Ag LYO R6a VRAC,2000.0,ML
48,866028,2,BOUCH.LYO.VIS ROUGE Ø18MM 1008,2000.0,/PC
49,545300,2,CAPSULE DIN 18 JOINT TEFLON,2000.0,/PC
50,562114,2,FL.VIS 15ML VN JNE DIN 18 CAO,2000.0,/PC
51,862150,2,ETIQ.NEUTRE PE WHITE (20X45),2100.0,/PC
52,7296L,2,PLA LYME IgM CONJ 50X R6b VRAC,500.0,ML
53,545267,2,CAPS DIN14 J.BUTYL TEFLON BLAN,1030.0,/PC
54,561954,2,FLAC.VIS 3ML VNJ DIN 14 CAO,1030.0,/PC
55,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1050.0,/PC
56,7295M,2,PLAT LYME IgG/M DIL R7 VRAC,136.0,L
57,764009,2,FLA.NAL 125ML TRAN.STE CAO-CSO,2060.0,/PC
58,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,2060.0,/PC
59,880619,2,ETIQ.PP.(40X70) +4°C CB GHS07,2100.0,/PC
60,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,28.0,L
61,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,1030.0,/PC
62,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
63,862211,2,ETIQ SOL.ARRET1N LOGO CORROSIF,1050.0,/PC
64,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.0062,L
65,545300,3,CAPSULE DIN 18 JOINT TEFLON,2.0,/PC
66,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,2.0,/PC
67,7374V,3,AC CHEVRE ANTI IGM,140.0,MG
68,280504,3,TRIZMA BASE/5KG,1.815,KG
69,720020,3,CHLORURE SODIUM/25KG,18.75,KG
70,801518,3,TWEEN 20/1L,1.5,L
71,701129,3,PROCLIN 300/2L,0.03,L
72,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",1.0875,L
73,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
74,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.375,KG
75,7296V,3,POOL NEG DELIPIDE LYME R3 IGM,1.0,L
76,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
77,7296R,3,POOL POS DELIPIDE LYME IGM,125.0,ML
78,7295X,3,STOCK NEG LYME G&M R4 /R5,875.0,ML
79,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
80,7296R,3,POOL POS DELIPIDE LYME IGM,250.0,ML
81,7295X,3,STOCK NEG LYME G&M R4 /R5,750.0,ML
82,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
83,7296S,3,TAMPON LYO LYME IgM,2000.0,ML
84,7296T,3,Ag LYME IgM CTL,160.0,MG
85,7284U,3,DIL.CONJ. CMV /LYME /TOXO /RUB,0.5,L
86,7296U,3,CONJ ANTI Ac BORRELIA POD 1/2G,6.0,MG
87,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
88,517396,3,"F.NALG.JAUNE 500ML 0,2MU CAO",1.0,/PC
89,280504,3,TRIZMA BASE/5KG,0.9792000000000001,KG
90,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,2.448,KG
91,801518,3,TWEEN 20/1L,0.136,L
92,701129,3,PROCLIN 300/2L,0.204,L
93,718002,3,ROUGE PHENOL/500G,1.36,G
94,620184,3,SERUM VEAU FOETAL*,27.2,L
95,620080,3,CONNECTEUR RAPIDE CPC PR POCHE,1.0,/PC
96,620388,3,POCHE STERILE 100L CMD CAO,1.0,/PC
97,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",0.001,L
98,7210P,3,SOLUTION SOUDE 6N (AJUST PH),1.0,ML
99,517342,3,"CART. PALL AB2 NT7 PH4 (0,1MU)",1.0,/PC
100,800560,3,"ACIDE SULFURIQUE 95 97%/2,5L*",0.7756000000000001,L
101,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
102,800016,4,EAU PPI/1L CAO,0.0062,L
103,801519,4,SODIUM HYDROGENOCARBONATE/5KG,4.154e-05,KG
104,801520,4,CARBONATE SODIUM ANHYDRE/5KG,1.302e-05,KG
105,718002,4,ROUGE PHENOL/500G,0.124,G
106,800542,4,"A CHLORHYDRIQUE FUMANT/2,5L",0.34,L
107,720047,4,L GLYCINE/1KG,760.0,G
108,9085A,4,PLAQ.MANCINI AG IGM HUM.PREP.,1.0,/PC
109,701192,4,TRIS/500G,0.25,KG
