,item,level,name,quantity,unit
0,7123D,1,AG HIV-1 EIA CONFIR.RA ETIQ.,1000.0,/PC
1,7123E,1,AG HIV-1 EIA CONFIR.C0 ETIQ.,1000.0,/PC
2,807327,1,"ET.NEUTRE P.E. (129,75X85)",11.0,/PC
3,863311,1,CAL MOUSSE AGHBS CONF**,1000.0,/PC
4,880653,1,ETUI P.P. 116X53X77,1000.0,/PC
5,883109,1,ETIQ NEUTRE GHS07 (110X50),1050.0,/PC
6,883670,1,NOT GENSCREEN EIA 71121 2L,1000.0,/PC
7,880995,1,ETIQ NEUTRE 80x40,1050.0,/PC
8,7123F,2,AG HIV-1 EIA CONFIR.RA VRAC,1400.0,ML
9,545267,2,CAPS DIN14 J.BUTYL TEFLON BLAN,1000.0,/PC
10,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1000.0,/PC
11,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1050.0,/PC
12,7123G,2,AG HIV-1 EIA CONFIR.C0 VRAC.,13000.0,ML
13,764006,2,FLAC.NAL15ML TRAN.STER.CAO-CSO,1000.0,/PC
14,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1000.0,/PC
15,880625,2,ETIQ.PP.(30X50) PE CLP,1050.0,/PC
16,524000,3,"C.PALL  ACROPACK 200 0,2µ",1.0,/PC
17,701129,3,PROCLIN 300/2L,0.001,L
18,800566HH,3,HIV1 PLASMA POSITIF*,1680.0,ML
19,702256,3,GENTAMICINE SULFATE 10MG/ML,8.4,ML
20,7208A,3,SOLUTION D'HCL 6N (AJUST PH),208.0,ML
21,8624W,3,PLAS.DEF.ELAVIA AC/HBS POS CAO,13.0,L
22,701129,3,PROCLIN 300/2L,0.005,L
23,702256,3,GENTAMICINE SULFATE 10MG/ML,65.0,ML
24,800016,3,EAU PPI/1L CAO,1.0,L
25,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
26,801070,4,EAU PPI/5L CAO,0.104,L
27,800542,4,"A CHLORHYDRIQUE FUMANT/2,5L",0.104,L
28,801926,4,PLASMA CRYO 2 HUMAIN,13.0,L
29,620611,4,TROMBINE CAO+CVO,65.0,KUI
30,7203B,4,SOL.AZIDE SODIUM 200G/L,68.25,ML
31,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.0065,KG
32,862152,4,ETIQ.NEUTRE PE WHITE (45X75),7.0,/PC
33,765066,4,BID.HDPE/2.5L STER.CSO(464950),7.0,/PC
34,517587,4,CARTOUCHE SUPOR,1.0,/PC
35,862209,4,ETIQ. 115x115MM PE BLANCHE,7.0,/PC
36,517411,4,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
37,801448,5,AZIDE SODIUM/250G,13.65,G
38,517348,5,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
