,item,level,name,quantity,unit
0,7290A,1,PLATELIA HSV1 IgG R1 PLAQ ETIQ,1000.0,/PC
1,7361A,1,S.LAV. R2 20X 70ML LOGO CPL,1000.0,/PC
2,7290B,1,PLAT HSV1 IgG R3 CTL NEG ETIQ,1000.0,/PC
3,7290C,1,PLAT HSV1 IgG R4 CTL SEUIL ETI,1000.0,/PC
4,7290D,1,PLAT HSV1 IgG R5 CTL POS ETIQ,1000.0,/PC
5,7290E,1,PLAT HSV1 IgG R6 CONJ 50X ETIQ,1000.0,/PC
6,7290F,1,PLAT HSV1 IgG R7 DILUANT ETIQ,1000.0,/PC
7,620585,1,TMB R9 CHROMOGENIQ/30ML ETIQ,1000.0,/PC
8,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,1000.0,/PC
9,883409,1,PACK MICROPLAQUES BIO-RAD,1000.0,/PC
10,881135,1,NOT PL. HSV1 IgG 72820 CLP,1000.0,/PC
11,883199,1,ETIQ PP LOGO CLP GHS05,1000.0,/PC
12,860208,1,CAISSE QT EXCEPTEE 403X252X291,250.0,/PC
13,864006,1,ET.NEUTRE BLANCHE (70X180),250.0,/PC
14,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,540.0,G
15,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,16.2,G
16,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,109.2,G
17,201502,2,"ALBUMINE BOVINE PH5,2 LYO/1KG*",180.0,G
18,274500,2,SACCHAROSE/25KG,3.0,KG
19,517368,2,"CAPS 5231307H8-00-B 0,2 MU",2.0,/PC
20,800016,2,EAU PPI/1L CAO,2.0,L
21,801519,2,SODIUM HYDROGENOCARBONATE/5KG,164.64,G
22,801520,2,CARBONATE SODIUM ANHYDRE/5KG,51.94,G
23,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,2.0,/PC
24,7290N,2,PLAT HSV1 IgG AgG 1 620211 CTL,25.0,MG
25,563271,2,MICROTITER SECABL.LOCKWELL CAO,1000.0,/PC
26,800972,2,SACHET SILICAGEL  ALLERGOLAM,1000.0,/PC
27,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,202.0,M
28,801070,2,EAU PPI/5L CAO,22.0,L
29,7360Z,2,S.LAV. R2 20X VRAC,75.0,L
30,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,1030.0,/PC
31,764013,2,FLAC.NAL 125ML TRANSP.N-ST CAO,1030.0,/PC
32,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,1050.0,/PC
33,7290G,2,PLAT HSV1 IgG R3 CTL NEG VRAC,800.0,ML
34,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,1000.0,/PC
35,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1000.0,/PC
36,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1050.0,/PC
37,7290H,2,PLAT HSV1 IgG R4 CTL SEUILVRAC,800.0,ML
38,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,1000.0,/PC
39,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1000.0,/PC
40,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1050.0,/PC
41,7290J,2,PLAT HSV1 IgG R5 CTL POS VRAC,800.0,ML
42,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,1000.0,/PC
43,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1000.0,/PC
44,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1050.0,/PC
45,7290K,2,PLAT HSV1 IgG R6 CONJ 50X VRAC,700.0,ML
46,545267,2,CAPS DIN14 J.BUTYL TEFLON BLAN,1000.0,/PC
47,561954,2,FLAC.VIS 3ML VNJ DIN 14 CAO,1000.0,/PC
48,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1050.0,/PC
49,7290L,2,PLAT HSV1&2 IgG R7 DILUANT VRA,83.0,L
50,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,1000.0,/PC
51,764009,2,FLA.NAL 125ML TRAN.STE CAO-CSO,1000.0,/PC
52,880619,2,ETIQ.PP.(40X70) +4°C CB GHS07,1050.0,/PC
53,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,28.0,L
54,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,1030.0,/PC
55,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
56,862211,2,ETIQ SOL.ARRET1N LOGO CORROSIF,1050.0,/PC
57,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.0124,L
58,545300,3,CAPSULE DIN 18 JOINT TEFLON,3.0,/PC
59,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,3.0,/PC
60,26158,3,HSV-1 pGEX/gG/BL21 Purified Re,25.0,MG
61,280504,3,TRIZMA BASE/5KG,1.815,KG
62,720020,3,CHLORURE SODIUM/25KG,18.75,KG
63,801518,3,TWEEN 20/1L,1.5,L
64,701129,3,PROCLIN 300/2L,0.03,L
65,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",1.0875,L
66,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
67,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.375,KG
68,7290P,3,POOL SERUM NEG HSV IgG 1,800.0,ML
69,517396,3,"F.NALG.JAUNE 500ML 0,2MU CAO",1.0,/PC
70,7290Q,3,POOL SERUM POS HSV IgG 1,200.0,ML
71,7271J,3,BASE SYNT.PLAT.TOXO G-M TMB,0.6,L
72,517396,3,"F.NALG.JAUNE 500ML 0,2MU CAO",1.0,/PC
73,7290P,3,POOL SERUM NEG HSV IgG 1,200.0,ML
74,7290Q,3,POOL SERUM POS HSV IgG 1,600.0,ML
75,517396,3,"F.NALG.JAUNE 500ML 0,2MU CAO",1.0,/PC
76,7284U,3,DIL.CONJ. CMV /LYME /TOXO /RUB,0.7,L
77,7505L1F,3,AC.ANTI IGG HOM-PO CAO CTLPLAT,0.84,ML
78,7361T,3,R2 10X proclin VRAC,8.3,L
79,7250V,3,ALBUM.BOV.PH5.2 /1kg CTL,0.83,KG
80,800444,3,GLYCEROL BIDISTILLE/5L,8.3,L
81,701129,3,PROCLIN 300/2L,0.083,L
82,718002,3,ROUGE PHENOL/500G,0.83,G
83,801904,3,SERUM VEAU FOETAL CAO*,4.15,L
84,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
85,517376,3,"C.PALL AB1NF7PH4  0,2MU",1.0,/PC
86,620079,3,POCHE 200 L STERILE,1.0,/PC
87,620080,3,CONNECTEUR RAPIDE CPC PR POCHE,2.0,/PC
88,7210P,3,SOLUTION SOUDE 6N (AJUST PH),1.0,ML
89,800560,3,"ACIDE SULFURIQUE 95 97%/2,5L*",0.7756000000000001,L
90,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
91,800016,4,EAU PPI/1L CAO,0.0124,L
92,801519,4,SODIUM HYDROGENOCARBONATE/5KG,8.308e-05,KG
93,801520,4,CARBONATE SODIUM ANHYDRE/5KG,2.604e-05,KG
94,718002,4,ROUGE PHENOL/500G,0.248,G
95,620232,4,HSV1 IGG PLASMA NEGATIF*,178.58,ML
96,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.0006,KG
97,701049,4,PHOSPHATE DISODIUM 2H2O/500G,0.012,G
98,800925,4,AEROSIL 380/10KG,4.0,G
99,701129,4,PROCLIN 300/2L,0.0002,L
100,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
101,620233,4,HSV1 IGG PLASMA POSITIF,535.74,ML
102,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.0018,KG
103,701049,4,PHOSPHATE DISODIUM 2H2O/500G,0.036,G
104,800925,4,AEROSIL 380/10KG,12.0,G
105,701129,4,PROCLIN 300/2L,0.0006,L
106,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
107,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.005399999999999999,KG
108,280504,4,TRIZMA BASE/5KG,0.0035999999999999995,KG
109,517368,4,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
110,701119,4,ALBUMINE BOVINE DIAG GRAD/5KG*,12.0,G
111,701129,4,PROCLIN 300/2L,0.0012,L
112,707049,4,ROUGE ALIMENTAIRE,0.06,ML
113,800016,4,EAU PPI/1L CAO,0.24,L
114,800444,4,GLYCEROL BIDISTILLE/5L,0.12,L
115,801070,4,EAU PPI/5L CAO,0.19998,L
116,707048,4,JAUNE ALIMENTAIRE,0.54,ML
117,7208A,4,SOLUTION D'HCL 6N (AJUST PH),1.0,ML
118,620232,4,HSV1 IGG PLASMA NEGATIF*,178.58,ML
