,item,level,name,quantity,unit
0,7285A,1,CMV IGM TMB/PLAQ R1 S.SAC ETI,1000.0,/PC
1,7361A,1,S.LAV. R2 20X 70ML LOGO CPL,1000.0,/PC
2,7285B,1,PLAT CMV IGM CTL NEG R3 ETI,1000.0,/PC
3,7285C,1,PLAT CMV IGM CTL SEUIL R4 ETI,1000.0,/PC
4,7285D,1,PLAT CMV IGM CTL POS R5 ETI,1000.0,/PC
5,7285E,1,PLAT CMV IGM ANTIGENE R6a ETI,6000.0,/PC
6,7285F,1,PLAT CMV IGM CONJ 101X R6b ETI,1000.0,/PC
7,7285G,1,PLAT CMV IGM DIL R7 ETIQ,1000.0,/PC
8,620585,1,TMB R9 CHROMOGENIQ/30ML ETIQ,1000.0,/PC
9,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,1000.0,/PC
10,881139,1,NOT.PL CMV IGM 72811 CLP,1000.0,/PC
11,883199,1,ETIQ PP LOGO CLP GHS05,1000.0,/PC
12,883409,1,PACK MICROPLAQUES BIO-RAD,1000.0,/PC
13,860208,1,CAISSE QT EXCEPTEE 403X252X291,250.0,/PC
14,864006,1,ET.NEUTRE BLANCHE (70X180),250.0,/PC
15,800016,2,EAU PPI/1L CAO,2.0,L
16,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,585.0,G
17,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,17.55,G
18,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,118.3,G
19,201502,2,"ALBUMINE BOVINE PH5,2 LYO/1KG*",195.0,G
20,274500,2,SACCHAROSE/25KG,3.25,KG
21,517368,2,"CAPS 5231307H8-00-B 0,2 MU",2.0,/PC
22,801070,2,EAU PPI/5L CAO,73.8,L
23,801519,2,SODIUM HYDROGENOCARBONATE/5KG,164.64,G
24,801520,2,CARBONATE SODIUM ANHYDRE/5KG,51.94,G
25,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,1.0,/PC
26,7374V1F,2,AC CHEVRE ANTI IGM CTL,114.0,MG
27,563271,2,MICROTITER SECABL.LOCKWELL CAO,1000.0,/PC
28,800972,2,SACHET SILICAGEL  ALLERGOLAM,1000.0,/PC
29,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,205.0,M
30,7360Z,2,S.LAV. R2 20X VRAC,75.0,L
31,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,1030.0,/PC
32,764013,2,FLAC.NAL 125ML TRANSP.N-ST CAO,1030.0,/PC
33,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,1050.0,/PC
34,7285L,2,PLAT CMV IGM CTL NEG R3 VRAC,800.0,ML
35,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,1030.0,/PC
36,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
37,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1000.0,/PC
38,7285M,2,PLAT CMV IGM CTL SEUIL R4 VRAC,800.0,ML
39,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,1030.0,/PC
40,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
41,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1000.0,/PC
42,7285N,2,PLAT CMV IGM CTL POS R5 VRAC,800.0,ML
43,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,1000.0,/PC
44,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
45,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1000.0,/PC
46,7285P,2,PLAT CMV IGM ANTIGENE R6a VRAC,10800.0,ML
47,545300,2,CAPSULE DIN 18 JOINT TEFLON,6000.0,/PC
48,562114,2,FL.VIS 15ML VN JNE DIN 18 CAO,6000.0,/PC
49,866028,2,BOUCH.LYO.VIS ROUGE Ø18MM 1008,6000.0,/PC
50,880973,2,ETIQ.PP.(20x45) +4°C GHS07,6000.0,/PC
51,7285Q,2,PLA.CMV IGM CONJ 101X R6b VRAC,500.0,ML
52,545267,2,CAPS DIN14 J.BUTYL TEFLON BLAN,1030.0,/PC
53,561954,2,FLAC.VIS 3ML VNJ DIN 14 CAO,1030.0,/PC
54,880973,2,ETIQ.PP.(20x45) +4°C GHS07,1000.0,/PC
55,7285R,2,PLAT CMV IGM DIL R7 VRAC,83.0,L
56,764009,2,FLA.NAL 125ML TRAN.STE CAO-CSO,1030.0,/PC
57,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,1030.0,/PC
58,880619,2,ETIQ.PP.(40X70) +4°C CB GHS07,1000.0,/PC
59,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,28.0,L
60,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,1030.0,/PC
61,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
62,862211,2,ETIQ SOL.ARRET1N LOGO CORROSIF,1050.0,/PC
63,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.0062,L
64,545300,3,CAPSULE DIN 18 JOINT TEFLON,2.0,/PC
65,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,2.0,/PC
66,7374V,3,AC CHEVRE ANTI IGM,114.0,MG
67,280504,3,TRIZMA BASE/5KG,1.815,KG
68,720020,3,CHLORURE SODIUM/25KG,18.75,KG
69,801518,3,TWEEN 20/1L,1.5,L
70,701129,3,PROCLIN 300/2L,0.03,L
71,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",1.0875,L
72,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
73,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.375,KG
74,7284L,3,POOL NEGATIF CMV IGG,0.8,L
75,517396,3,"F.NALG.JAUNE 500ML 0,2MU CAO",1.0,/PC
76,7284L,3,POOL NEGATIF CMV IGG,0.6488,L
77,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
