,item,level,name,quantity,unit
0,7295A,1,LYME IgG TMB/PLAQ R1 S.SAC ETI,320.0,/PC
1,7361A,1,S.LAV. R2 20X 70ML LOGO CPL,320.0,/PC
2,2597B,1,LYME IgG US CTL NEG R3 ETIQ,320.0,/PC
3,2597C,1,LYME IgG US CTL POS1 R4 ETIQ,320.0,/PC
4,2597D,1,LYME IgG US CTL POS2 R5 ETIQ,320.0,/PC
5,7295E,1,PLAT  LYME IgG CONJ 50X R6 ETI,320.0,/PC
6,7295G,1,PLAT LYME IgG DILUANT R7 ETIQ,640.0,/PC
7,620585,1,TMB R9 CHROMOGENIQ/30ML ETIQ,320.0,/PC
8,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,320.0,/PC
9,561958,1,ADHESIF UNIT./MICROPL 96TCAO,1280.0,/PC
10,883409,1,PACK MICROPLAQUES BIO-RAD,320.0,/PC
11,881173,1,NOT PL LYME IGG US 25297 CLP,320.0,/PC
12,883199,1,ETIQ PP LOGO CLP GHS05,320.0,/PC
13,860208,1,CAISSE QT EXCEPTEE 403X252X291,80.0,/PC
14,864006,1,ET.NEUTRE BLANCHE (70X180),80.0,/PC
15,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,65.6,M
16,801070,2,EAU PPI/5L CAO,7.04,L
17,801519,2,SODIUM HYDROGENOCARBONATE/5KG,39.782399999999996,G
18,801520,2,CARBONATE SODIUM ANHYDRE/5KG,12.5504,G
19,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,1.0,/PC
20,517368,2,"CAPS 5231307H8-00-B 0,2 MU",3.0,/PC
21,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,0.216,KG
22,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,6.48,G
23,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,43.68,G
24,201502,2,"ALBUMINE BOVINE PH5,2 LYO/1KG*",72.0,G
25,274500,2,SACCHAROSE/25KG,1.2,KG
26,7295Y,2,Ag BORELIA BURGDORFERY CTL,17.6,ML
27,563271,2,MICROTITER SECABL.LOCKWELL CAO,320.0,/PC
28,800972,2,SACHET SILICAGEL  ALLERGOLAM,320.0,/PC
29,800016,2,EAU PPI/1L CAO,2.0,L
30,7360Z,2,S.LAV. R2 20X VRAC,24.0,L
31,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,330.0,/PC
32,764013,2,FLAC.NAL 125ML TRANSP.N-ST CAO,330.0,/PC
33,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,336.0,/PC
34,7295H,2,LYME IgG CTL NEG R3 VRAC,320.0,ML
35,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,330.0,/PC
36,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,330.0,/PC
37,880973,2,ETIQ.PP.(20x45) +4°C GHS07,320.0,/PC
38,7295J,2,PLA LYME IgG CTL SEUIL R4 VRAC,320.0,ML
39,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,330.0,/PC
40,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,330.0,/PC
41,880973,2,ETIQ.PP.(20x45) +4°C GHS07,336.0,/PC
42,7295K,2,PLAT LIME IgG CTL POS R5 VRAC,320.0,ML
43,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,330.0,/PC
44,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,330.0,/PC
45,880973,2,ETIQ.PP.(20x45) +4°C GHS07,336.0,/PC
46,7295L,2,PLAT LYME IgG CONJ 50X R6 VRAC,256.0,ML
47,545267,2,CAPS DIN14 J.BUTYL TEFLON BLAN,330.0,/PC
48,561954,2,FLAC.VIS 3ML VNJ DIN 14 CAO,330.0,/PC
49,880973,2,ETIQ.PP.(20x45) +4°C GHS07,336.0,/PC
50,7295M,2,PLAT LYME IgG/M DIL R7 VRAC,43.52,L
51,764009,2,FLA.NAL 125ML TRAN.STE CAO-CSO,660.0,/PC
52,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,660.0,/PC
53,880619,2,ETIQ.PP.(40X70) +4°C CB GHS07,640.0,/PC
54,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,8.96,L
55,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,330.0,/PC
56,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,330.0,/PC
57,862211,2,ETIQ SOL.ARRET1N LOGO CORROSIF,336.0,/PC
58,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.0062,L
59,545300,3,CAPSULE DIN 18 JOINT TEFLON,2.0,/PC
60,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,2.0,/PC
61,620143,3,ANTIGENE BORELIA BURGDORFERY,17.6,ML
62,280504,3,TRIZMA BASE/5KG,0.5808,KG
63,720020,3,CHLORURE SODIUM/25KG,6.0,KG
64,801518,3,TWEEN 20/1L,0.48,L
65,701129,3,PROCLIN 300/2L,0.009600000000000001,L
66,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",0.348,L
67,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
68,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.12,KG
69,7295V,3,POOL NEG DELIPIDE LYME R3 IGG,320.0,ML
70,701129,3,PROCLIN 300/2L,0.005,L
71,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
72,7295N,3,LYME IgG S.HUMAIN POS.DELIPIDE,7.04,ML
73,7295X,3,STOCK NEG LYME G&M R4 /R5,313.6,ML
74,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
75,701129,3,PROCLIN 300/2L,0.001,L
76,7295N,3,LYME IgG S.HUMAIN POS.DELIPIDE,32.0,ML
77,7295X,3,STOCK NEG LYME G&M R4 /R5,288.0,ML
78,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
79,701129,3,PROCLIN 300/2L,0.001,L
80,7250Y,3,CONJ.ANTI G HUM-POD GLY(1/2)NF,0.1024,ML
81,7284U,3,DIL.CONJ. CMV /LYME /TOXO /RUB,0.256,L
82,517396,3,"F.NALG.JAUNE 500ML 0,2MU CAO",1.0,/PC
83,280504,3,TRIZMA BASE/5KG,0.31334400000000007,KG
84,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.7833600000000001,KG
85,801518,3,TWEEN 20/1L,0.04352,L
86,701129,3,PROCLIN 300/2L,0.06528,L
87,718002,3,ROUGE PHENOL/500G,0.43520000000000003,G
88,620184,3,SERUM VEAU FOETAL*,8.704,L
89,620080,3,CONNECTEUR RAPIDE CPC PR POCHE,1.0,/PC
90,620388,3,POCHE STERILE 100L CMD CAO,1.0,/PC
91,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",0.001,L
92,7210P,3,SOLUTION SOUDE 6N (AJUST PH),1.0,ML
93,517342,3,"CART. PALL AB2 NT7 PH4 (0,1MU)",1.0,/PC
94,800560,3,"ACIDE SULFURIQUE 95 97%/2,5L*",0.248192,L
95,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
96,800016,4,EAU PPI/1L CAO,0.0062,L
97,801519,4,SODIUM HYDROGENOCARBONATE/5KG,4.154e-05,KG
98,801520,4,CARBONATE SODIUM ANHYDRE/5KG,1.302e-05,KG
99,718002,4,ROUGE PHENOL/500G,0.124,G
100,620234,4,LYME IGG PLASMA NEGATIF,285.728,ML
101,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.00096,KG
102,701049,4,PHOSPHATE DISODIUM 2H2O/500G,0.0192,G
103,800925,4,AEROSIL 380/10KG,6.4,G
104,701129,4,PROCLIN 300/2L,0.00032,L
105,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
106,701129,4,PROCLIN 300/2L,4.8e-05,L
107,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,8.64e-05,KG
108,701049,4,PHOSPHATE DISODIUM 2H2O/500G,0.00192,G
109,517368,4,"CAPS 5231307H8-00-B 0,2 MU",3.0,/PC
110,800925,4,AEROSIL 380/10KG,0.64,G
111,620146,4,LYME IGG PLASMA POSITIF*,28.5696,ML
112,620236,4,LYME IGG IGM PLASMA NEGATIF,257.1552,ML
113,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.000864,KG
114,701049,4,PHOSPHATE DISODIUM 2H2O/500G,0.01728,G
115,800925,4,AEROSIL 380/10KG,5.76,G
116,701129,4,PROCLIN 300/2L,0.000288,L
117,701129,4,PROCLIN 300/2L,4.8e-05,L
118,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,8.64e-05,KG
119,701049,4,PHOSPHATE DISODIUM 2H2O/500G,0.00192,G
120,517368,4,"CAPS 5231307H8-00-B 0,2 MU",3.0,/PC
121,800925,4,AEROSIL 380/10KG,0.64,G
122,620146,4,LYME IGG PLASMA POSITIF*,28.5696,ML
123,620236,4,LYME IGG IGM PLASMA NEGATIF,257.1552,ML
124,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.000864,KG
125,701049,4,PHOSPHATE DISODIUM 2H2O/500G,0.01728,G
126,800925,4,AEROSIL 380/10KG,5.76,G
127,701129,4,PROCLIN 300/2L,0.000288,L
128,7221A,4,"TP PBS 10X K/K2 0,1M-NACL 1,5M",0.5,L
129,7221X,4,TAMPON CARBONATE 1M,0.002,L
130,7275Z1F,4,AC.MONO.ANTI IGG/TOXO-RUB CTL,0.4608,MG
131,705013,4,ETHYLENE GLYCOL/1L,0.048,ML
132,720068,4,HEPES/1KG,0.27,G
133,800016,4,EAU PPI/1L CAO,0.156,L
134,800444,4,GLYCEROL BIDISTILLE/5L,5.1200000000000004e-05,L
135,800487,4,PEROX GRAD 25000,75.0,MG
136,801543,4,METAPERIODATE SODIUM/50G,0.1,G
137,801550,4,BOROHYDRURE SODIUM/50G,0.005,G
138,801519,4,SODIUM HYDROGENOCARBONATE/5KG,0.003,KG
139,801520,4,CARBONATE SODIUM ANHYDRE/5KG,0.001,KG
140,517399,4,"F.NALG.JAUNE 1 L 0,2 MU CAO",1.0,/PC
141,280504,4,TRIZMA BASE/5KG,0.0001536,KG
142,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.001152,KG
143,800016,4,EAU PPI/1L CAO,0.13056,L
144,507037,4,POURPRE BROMOCRESOL/5G,0.1024,G
145,7221Q,4,ASC SOURIS TG180 Proclin.,0.064,L
146,800444,4,GLYCEROL BIDISTILLE/5L,0.064,L
147,701129,4,PROCLIN 300/2L,0.000384,L
148,500006,4,ETHANOL ABSOLU/10L,0.00256,L
149,517368,4,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
150,239002,4,"HYDROXYDE SODIUM 30%/2,5L",0.0006,L
151,216022,5,CHLORURE SODIUM/ (Nacl) 5KG,0.045,KG
152,251002,5,DIPOTASSIUM HYDROGENOPHOS/1KG,0.0091,KG
153,256002,5,POTASSIUM DIHYDROGENOPHOS/1KG,0.00135,KG
154,517368,5,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
155,801519,5,SODIUM HYDROGENOCARBONATE/5KG,0.000136,KG
156,801520,5,CARBONATE SODIUM ANHYDRE/5KG,4.4e-05,KG
157,517348,5,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
158,801070,5,EAU PPI/5L CAO,0.002,L
159,7275Z,5,AC.MONOC.ANTI IGG HUM/TOXO-RUB,0.4608,MG
160,701129,5,PROCLIN 300/2L,3.2e-05,L
161,7221N,5,LIQ.D'ASCITE DE SOURIS TG 180,0.0768,L
162,517336,5,CART PALL AB1UUA7PH4 10P,1.0,/PC
163,517337,5,CART PALL AB1AO3,1.0,/PC
164,517376,5,"C.PALL AB1NF7PH4  0,2MU",1.0,/PC
165,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
166,517412,5,CART PALL AB2 A150 7J,2.0,/PC
167,5954A,6,ACSITE DEFIBRINE 125A15,0.6377472000000001,MGI
168,620022,6,BTE DE 2 CASSETTES VIVAFLOW 50,1.0,/PC
169,810015STV,6,"POCHE 0,5L STER/TP PURIF CSO",2.0,/PC
170,810017,6,POCHE 3L STER/TP PURIF.CSO,2.0,/PC
171,810018,6,POCHE 5L STER/TP PURIF.CSO,2.0,/PC
172,810019,6,POCHE 10L STE/TP PURIF.CSO,2.0,/PC
173,517368,6,"CAPS 5231307H8-00-B 0,2 MU",2.0,/PC
174,802794,6,TUBES POUR EC,27.0,/PC
175,802796,6,BCHS BLEU T. EC s/100,31.0,/PC
176,802795,6,REDUCTEUR TUBES POUR EC,4.0,/PC
177,5201A,6,TAMPON GLYCINE 1.5M NACL 1M,1.0,L
178,5201C,6,TAMPON CITRATE 0.1M PH2.5,0.2,L
179,7355E,6,"TAMPON TRIS 2M PH 9,0 FILT.",0.5,ML
180,5201S,6,"Tampon citrate 0,1M pH=4,5",0.2,L
181,5201D,6,TAMPON CITRATE 0.1M PH=3.0,0.5,L
182,524000,6,"C.PALL  ACROPACK 200 0,2µ",1.0,/PC
183,517450,6,"UNITE FILTRATION 150ML 0,22µ",1.0,/PC
184,800504,6,PBS BULBECCO SANS CA MG,47.75,G
185,239002,6,"HYDROXYDE SODIUM 30%/2,5L",0.15,L
186,620605,6,cIEF GEL EC (1fl=100ml),25.0,ML
187,620606,6,SPLE LOADING SOL (1fl=6ml),3.0,ML
188,7228R,6,TG 180 LIQ ASC POMP INJ SOURIS,13.0,/PC
189,5830A,7,MILIEU DE CULTURE POUR AC MONO,6.132184615384616,ML
190,707018,7,PLAQ.12 PUITS/FD.PLAT CULT.CEL,1.0,/PC
191,730057,7,TUBE A FOND CONIQUE DE 250 ML,1.0,/PC
192,764025,7,FLAC.CULTURE VENTILLE 150CM²,1.0,/PC
193,764026,7,FLAC.CULTURE VENTILLE 75CM²,1.0,/PC
194,800866,7,BOUTEIL.850CM2 CULT.CELL.,1.0,/PC
195,8047W,7,BC anti IgG 125A15  WCB 47,1.0,/PC
196,4461S,7,JOURNEE PENSION SOURIS USINE,9.0,/PC
197,800028,7,SERINGUE 5ML TERUMO,1.0,/PC
198,802771,7,AIGUILLES Hypodermique-26 /100,1.0,/PC
199,801022,7,SOURIS PRISTANE IRRADIE 350RAD,1.0,/PC
200,517442,7,POT CENTRI.250ML NALGENE,1.0,/PC
201,801037,7,PROTEIN SERUM KIT,1.0,/PC
202,720047,7,L GLYCINE/1KG,112.6,G
203,216022,7,CHLORURE SODIUM/ (Nacl) 5KG,0.0585,KG
204,517368,7,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
