,item,level,name,quantity,unit
0,7438N,1,AGHBS ULTRA 5PL R1 PL ET CHINE,5000.0,/PC
1,7361J,1,S.LAV. R2 20X 235ML CHINE CLP#,1000.0,/PC
2,7438P,1,AGHBS ULTRA 5PL R3 ET CHINE,2000.0,/PC
3,7438Q,1,AGHBS ULTRA 5PL R4 ET CHINE,1000.0,/PC
4,7438R,1,AGHBS ULTRA 5PL R6 ET CHINE,2000.0,/PC
5,7438S,1,AGHBS ULTRA 5PL R7 CJ ET CHINE,2000.0,/PC
6,7337V,1,TP SUBS.R8 WW2 ET-REP CHINE,2000.0,/PC
7,7337Z,1,S.ARRET R10WW2 ET-RP CLP CHINE,3000.0,/PC
8,883187,1,ETI BT AgHBS ULTRA 72346-72348,1050.0,/PC
9,883412,1,PACK BIO-RAD 5PL D=34 UNIC,1000.0,/PC
10,881110,1,(Notice Ag HBS 72348C),1000.0,/PC
11,561958,1,ADHESIF UNIT./MICROPL 96TCAO,12000.0,/PC
12,860209,1,CAISSE QT EXCEPTEE 448X236X291,250.0,/PC
13,864006,1,ET.NEUTRE BLANCHE (70X180),250.0,/PC
14,7337T,1,R9 11x  ETIQU CHINE CLP,2000.0,/PC
15,5250P1H,2,AC HBS 77A1A7 PURIF.CTL BVD,267.5,MG
16,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,10.0,/PC
17,7220W1H,2,HBS AG AC.MONOCL 112A26 BVD,105.0,MG
18,201502,2,"ALBUMINE BOVINE PH5,2 LYO/1KG*",225.0,G
19,213522,2,CHLORURE POTASSIUM/1KG,90.45,G
20,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,4050.0,G
21,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,92.0,G
22,274500,2,SACCHAROSE/25KG,22.5,KG
23,517368,2,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
24,563261,2,MICROTITER PLATE F8 CAO,5000.0,/PC
25,703088,2,ANTI HBS AC MONOCLONAL WIND26*,115.0,MG
26,719531,2,DITHIOTREITOL/5G,17668.0,MG
27,800558,2,LAIT ECREME UHT,56.25,L
28,800972,2,SACHET SILICAGEL  ALLERGOLAM,5000.0,/PC
29,801070,2,EAU PPI/5L CAO,115.0,L
30,704004,2,"PHOSPHATE DISODIUM/2,5KG",639.0,G
31,801518,2,TWEEN 20/1L,225.0,ML
32,801519,2,SODIUM HYDROGENOCARBONATE/5KG,756.0,G
33,801520,2,CARBONATE SODIUM ANHYDRE/5KG,238.5,G
34,800016,2,EAU PPI/1L CAO,2.0,L
35,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,1025.0,M
36,7360Z,2,S.LAV. R2 20X VRAC,236.5,L
37,764010,2,FLAC.NAL 250ML TRANSP.N-ST CAO,1030.0,/PC
38,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,1030.0,/PC
39,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,1000.0,/PC
40,7434F,2,AG HBS ULTRA NEG R3 VRAC,5.4,L
41,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,2000.0,/PC
42,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2000.0,/PC
43,883290,2,ET.FL 20X45 AgHBS ULTRA XI CPL,2100.0,/PC
44,7434G,2,AG HBS ULTRA POS R4 VRAC,2.7,L
45,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,1000.0,/PC
46,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1000.0,/PC
47,883290,2,ET.FL 20X45 AgHBS ULTRA XI CPL,1050.0,/PC
48,7434H,2,AG HBS ULTRA1-5P DIL.CONJ VRAC,37.0,L
49,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,2000.0,/PC
50,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,2000.0,/PC
51,883298,2,ETQ AgHBS ULTRA 30X50 XI CLP,2100.0,/PC
52,7434J,2,AG HBS ULTRA CONJ R7 VRAC,6.8,L
53,866028,2,BOUCH.LYO.VIS ROUGE Ø18MM 1008,2000.0,/PC
54,545300,2,CAPSULE DIN 18 JOINT TEFLON,2000.0,/PC
55,561986,2,FL.VIS 35 ML VN JN DIN 18 CAO,2000.0,/PC
56,883262,2,ET.TR.FL(30X50)AG HBS ULTRA,2100.0,/PC
57,7114X,2,TP SUBSTRAT WW2 / TMB VRAC,126.0,L
58,764008,2,FLAC.NAL 60ML OPAQ N-STE  CAO,2060.0,/PC
59,764018,2,CAPS.OPA NALGE 60ML OPAQ. CAO,2060.0,/PC
60,883003,2,ET. CE TP.SUBST.TMB 60ML  R8,2100.0,/PC
61,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,84.0,L
62,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,3090.0,/PC
63,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,3090.0,/PC
64,862211,2,ETIQ SOL.ARRET1N LOGO CORROSIF,3150.0,/PC
65,7114V,2,CHROM. TMB WW3 VRAC COLORE,13.0,L
66,545300,2,CAPSULE DIN 18 JOINT TEFLON,2060.0,/PC
67,562139,2,FL.VIS 5ML VN JNE DIN 18 CAO,2060.0,/PC
68,862213,2,ETIQ R9 TMB COLORE,2000.0,/PC
69,5250P,3,AC HBS 77A1A7 PURIFIES,267.5,MG
70,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.062,L
71,545300,3,CAPSULE DIN 18 JOINT TEFLON,11.0,/PC
72,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,11.0,/PC
73,7220W,3,HBS AG AC.MONOCLONAUX 112A26,105.0,MG
74,280504,3,TRIZMA BASE/5KG,5.7233,KG
75,720020,3,CHLORURE SODIUM/25KG,59.125,KG
76,801518,3,TWEEN 20/1L,4.73,L
77,701129,3,PROCLIN 300/2L,0.0946,L
78,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",3.42925,L
79,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
80,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,1.1825,KG
81,7208A,3,SOLUTION D'HCL 6N (AJUST PH),27.0,ML
82,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.048600000000000004,KG
83,280504,3,TRIZMA BASE/5KG,0.032400000000000005,KG
84,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
85,701119,3,ALBUMINE BOVINE DIAG GRAD/5KG*,216.0,G
86,701129,3,PROCLIN 300/2L,0.0054,L
87,7214D,3,SOLUTION DE JAUNE TARTRAZINE,40.5,ML
88,7214C,3,SOLUTION DE ROUGE AZORUBINE,0.54,ML
89,800444,3,GLYCEROL BIDISTILLE/5L,1.08,L
90,801070,3,EAU PPI/5L CAO,5.4,L
91,801250,3,LAIT ECREME/500G,0.00432,KG
92,7114A,3,HBS AG AD+AY BASE SYNTHET,135.0,ML
93,7208A,3,SOLUTION D'HCL 6N (AJUST PH),13.5,ML
94,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.024300000000000002,KG
95,280504,3,TRIZMA BASE/5KG,0.016200000000000003,KG
96,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
97,701119,3,ALBUMINE BOVINE DIAG GRAD/5KG*,108.0,G
98,701129,3,PROCLIN 300/2L,0.0027,L
99,7214D,3,SOLUTION DE JAUNE TARTRAZINE,20.25,ML
100,7214C,3,SOLUTION DE ROUGE AZORUBINE,0.27,ML
101,800444,3,GLYCEROL BIDISTILLE/5L,0.54,L
102,801070,3,EAU PPI/5L CAO,2.7,L
103,517399,3,"F.NALG.JAUNE 1 L 0,2 MU CAO",1.0,/PC
104,263022,3,PHOSPHATE DISODIUM 12H2O/5KG,0.0074,KG
105,701193,3,PHOSPHATE SODIUM 2H2O/1KG,0.0037,KG
106,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,1.1803,KG
107,280504,3,TRIZMA BASE/5KG,0.222,KG
108,517336,3,CART PALL AB1UUA7PH4 10P,1.0,/PC
109,517337,3,CART PALL AB1AO3,1.0,/PC
110,517376,3,"C.PALL AB1NF7PH4  0,2MU",1.0,/PC
111,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
112,701129,3,PROCLIN 300/2L,0.037,L
113,703072,3,AMARANTHE/50G,50000.0,MG
114,707013,3,ALBUMINE BOVINE SOLUTION 30%,3.7,L
115,800346,3,CIPROFLOXACIN HYDROCHLORI,0.43660000000000004,GAI
116,800444,3,GLYCEROL BIDISTILLE/5L,5.55,L
117,800499,3,TITRIPLEX III/1KG,0.2109,KG
118,801518,3,TWEEN 20/1L,0.0555,L
119,701084,3,COSMOCYL CQ/25KG,0.0037,L
120,7208A,3,SOLUTION D'HCL 6N (AJUST PH),266.4,ML
121,801687,3,IgG BOEUF CAO,92.5,G
122,801686,3,IgG SOURIS 50g/l*,111.0,G
123,3312A,3,IGG MOUTON NORMALES,18.5,G
124,7177J,3,"TP PBS 50MM PH=7,4 PPI",1.776,L
125,801070,3,EAU PPI/5L CAO,13.69,L
126,7434P,3,CONJ.144A55/NAKANE/POD ULTRA,21.08,MG
127,7434Q,3,CONJ.144A55 PPOD AGHBS ULTRA,61.88,MG
128,7434R,3,CONJ.AC CHVRE/PPOD AGHBS ULTRA,1.7,MG
129,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.040799999999999996,KG
130,280504,3,TRIZMA BASE/5KG,0.041479999999999996,KG
131,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
132,707013,3,ALBUMINE BOVINE SOLUTION 30%,0.68,L
133,720097,3,LACTOSE 1H2O/5KG,476.0,G
134,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",0.034,L
135,801070,3,EAU PPI/5L CAO,6.8,L
136,703034,3,DIMETHYLSULFOXYDE/1L,5.04,L
137,703035,3,ACETATE SODIUM 3H20/1KG,1.7136,KG
138,800499,3,TITRIPLEX III/1KG,0.0378,KG
139,801544,3,"EAU OXYGENE 110 VOL/2,5L",0.063,L
140,801545,3,ACIDE CITRIQUE 1H2O/5KG,1.9781999999999997,KG
141,517432,3,"CAPS.SART. 0,22Mµ 4500 CM²",1.0,/PC
142,800560,3,"ACIDE SULFURIQUE 95 97%/2,5L*",2.3267999999999995,L
143,7434V,3,FUSCHINE CONCENTREE,1.1608999999999998,L
144,524001,3,"CART PALL SUPORCAP 50  0,2µ",1.0,/PC
145,543413,3,BARREAU MAGNETIQUE POUR TMB,1.0,/PC
146,703043,3,TMB DIHYDROCHLO HYDRATE/100G,32.5,G
147,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",0.0468,L
148,5955J,4,ASC DEFIBRINE HBS 77A1A7,369.39075,MGI
149,7355E,4,"TAMPON TRIS 2M PH 9,0 FILT.",28.0,ML
150,239002,4,"HYDROXYDE SODIUM 30%/2,5L",0.01,L
151,620023,4,CASSETTES VIVAFLOW 200,2.0,/PC
152,810017,4,POCHE 3L STER/TP PURIF.CSO,2.0,/PC
153,810018,4,POCHE 5L STER/TP PURIF.CSO,1.0,/PC
154,810019,4,POCHE 10L STE/TP PURIF.CSO,3.0,/PC
155,810020,4,POCHE 20L STE/TP PURIF.CSO,1.0,/PC
156,517416,4,CASSETTE S.S.DISP.,1.0,/PC
157,524001,4,"CART PALL SUPORCAP 50  0,2µ",4.0,/PC
158,517368,4,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
159,802794,4,TUBES POUR EC,27.0,/PC
160,802796,4,BCHS BLEU T. EC s/100,31.0,/PC
161,802795,4,REDUCTEUR TUBES POUR EC,4.0,/PC
162,5201A,4,TAMPON GLYCINE 1.5M NACL 1M,16.0,L
163,5201S,4,"Tampon citrate 0,1M pH=4,5",3.0,L
164,5201D,4,TAMPON CITRATE 0.1M PH=3.0,3.0,L
165,5201B,4,TAMPON PBS 0.01M pH 7.4,10.0,L
166,5201C,4,TAMPON CITRATE 0.1M PH2.5,5.0,L
167,810016,4,POCHE 1L STER/TP PURIF CSO,2.0,/PC
168,620606,4,SPLE LOADING SOL (1fl=6ml),3.0,ML
169,620605,4,cIEF GEL EC (1fl=100ml),25.0,ML
170,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
171,800016,4,EAU PPI/1L CAO,0.062,L
