,item,level,name,quantity,unit
0,5194A,1,TESEE II DETECT/PL.S.SAC.R1 ET,300.0,/PC
1,7360R,1,S.LAV.R2 250ML10X REP-ET TSE,150.0,/PC
2,5145B,1,TSEE DETECT/CTL NEG R3 ET,150.0,/PC
3,5194C,1,TESEE II DET CTL POS  R4 ET,150.0,/PC
4,5145D,1,TSEE DETECT/DIL.ECHANT.R6 ET,150.0,/PC
5,5194E,1,TESEE II DET CONJ R7 ET,150.0,/PC
6,7435S,1,TP SUBST.R8 WW2 R-ET GEN.TESEE,150.0,/PC
7,7436J,1,CHR.R9 WW2 R-ET GEN.TESEE,150.0,/PC
8,7438L,1,S.ARRET R10 WW2 R-ET GEN.TESEE,150.0,/PC
9,561958,1,ADHESIF UNIT./MICROPL 96TCAO,1200.0,/PC
10,807327,1,"ET.NEUTRE P.E. (129,75X85)",1.0,/PC
11,883433,1,BOITE 14 EMPLCT FSD(213*154mm),150.0,/PC
12,883205,1,ET JAUNE GHS05/GHS08 (90x340),150.0,/PC
13,5113L1H,2,Ac 3B5 ctlé,30.0,MG
14,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,1.0,/PC
15,7221A,2,"TP PBS 10X K/K2 0,1M-NACL 1,5M",1.35,L
16,213522,2,CHLORURE POTASSIUM/1KG,2.715,G
17,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,121.5,G
18,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,2.754,G
19,274500,2,SACCHAROSE/25KG,0.675,KG
20,563261,2,MICROTITER PLATE F8 CAO,300.0,/PC
21,701111,2,UREE/5KG,279.3,G
22,720070,2,CHAPS/10G,1800.0,MG
23,801070,2,EAU PPI/5L CAO,4.5,L
24,800558,2,LAIT ECREME UHT,3.375,L
25,800972,2,SACHET SILICAGEL  ALLERGOLAM,300.0,/PC
26,704004,2,"PHOSPHATE DISODIUM/2,5KG",19.38,G
27,801518,2,TWEEN 20/1L,13.5,ML
28,801519,2,SODIUM HYDROGENOCARBONATE/5KG,31.26,G
29,801520,2,CARBONATE SODIUM ANHYDRE/5KG,9.87,G
30,800016,2,EAU PPI/1L CAO,2.0,L
31,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,61.5,M
32,7361T,2,R2 10X proclin VRAC,37.5,L
33,764010,2,FLAC.NAL 250ML TRANSP.N-ST CAO,156.0,/PC
34,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,156.0,/PC
35,883212,2,ET JAUNE PP R2 10X (40x70),158.0,/PC
36,5145F,2,TSEE DETECT/CTL NEG VRAC,0.6,L
37,545300,2,CAPSULE DIN 18 JOINT TEFLON,150.0,/PC
38,562139,2,FL.VIS 5ML VN JNE DIN 18 CAO,150.0,/PC
39,883217,2,ET JAUNE PP GHS07 (20x45),158.0,/PC
40,5194G,2,TESEE II DET CTL POS  R4 VRAC,0.3,L
41,866028,2,BOUCH.LYO.VIS ROUGE Ø18MM 1008,150.0,/PC
42,562139,2,FL.VIS 5ML VN JNE DIN 18 CAO,150.0,/PC
43,883217,2,ET JAUNE PP GHS07 (20x45),158.0,/PC
44,545220,2,CAPS GL18 TEFLON ROUGE 5V,155.0,/PC
45,5145H,2,TSEE DETECT/DIL-ECHANT.VRAC,5.4,L
46,764011,2,FLA.NAL 60ML TRAN.STER.CAO-CSO,150.0,/PC
47,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,150.0,/PC
48,883219,2,ET JAUNE PP GHS07 (40x70),158.0,/PC
49,5194J,2,TESEE II DET CONJ R7 VRAC,0.42,L
50,545267,2,CAPS DIN14 J.BUTYL TEFLON BLAN,150.0,/PC
51,561954,2,FLAC.VIS 3ML VNJ DIN 14 CAO,150.0,/PC
52,883217,2,ET JAUNE PP GHS07 (20x45),158.0,/PC
53,7114X,2,TP SUBSTRAT WW2 / TMB VRAC,9.45,L
54,764008,2,FLAC.NAL 60ML OPAQ N-STE  CAO,155.0,/PC
55,764018,2,CAPS.OPA NALGE 60ML OPAQ. CAO,155.0,/PC
56,883213,2,ET JAUNE PP R8 TMB BUF.(40x70),158.0,/PC
57,7114Y,2,CHROMOGENE TMB WW2 VRAC,0.825,L
58,545300,2,CAPSULE DIN 18 JOINT TEFLON,155.0,/PC
59,562139,2,FL.VIS 5ML VN JNE DIN 18 CAO,155.0,/PC
60,883236,2,ET JAUN PP GHS05 R9TMB (20x45),158.0,/PC
61,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,4.5,L
62,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,155.0,/PC
63,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,155.0,/PC
64,883216,2,ET JAUN PP GHS05 R10 1N(30x50),158.0,/PC
65,5113L,3,BSE DETECT./AC MN 3B5 PURIF.,30.0,MG
66,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.0062,L
67,545300,3,CAPSULE DIN 18 JOINT TEFLON,2.0,/PC
68,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,2.0,/PC
69,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.12150000000000001,KG
70,251002,3,DIPOTASSIUM HYDROGENOPHOS/1KG,0.02457,KG
71,256002,3,POTASSIUM DIHYDROGENOPHOS/1KG,0.0036450000000000007,KG
72,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
73,701129,3,PROCLIN 300/2L,0.00375,L
74,280504,3,TRIZMA BASE/5KG,0.45375,KG
75,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
76,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.1875,KG
77,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",0.2625,L
78,801518,3,TWEEN 20/1L,0.375,L
79,620079,3,POCHE 200 L STERILE,1.0,/PC
80,620080,3,CONNECTEUR RAPIDE CPC PR POCHE,1.0,/PC
81,620388,3,POCHE STERILE 100L CMD CAO,1.0,/PC
82,720020,3,CHLORURE SODIUM/25KG,6.5625,KG
83,5113T,3,TP PBS 10X (BSE DETECTION),0.06,L
84,7208A,3,SOLUTION D'HCL 6N (AJUST PH),0.3,ML
85,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
86,701119,3,ALBUMINE BOVINE DIAG GRAD/5KG*,0.6,G
87,701129,3,PROCLIN 300/2L,0.0006,L
88,800016,3,EAU PPI/1L CAO,0.6,L
89,5145N,3,DILUANT CTL POS VRAC,0.3,L
90,5119P,3,TESEE III PEPT REHYDR.,2.4,µg
91,5113T,3,TP PBS 10X (BSE DETECTION),0.54,L
92,7208A,3,SOLUTION D'HCL 6N (AJUST PH),8.64,ML
93,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
94,620388,3,POCHE STERILE 100L CMD CAO,1.0,/PC
95,701119,3,ALBUMINE BOVINE DIAG GRAD/5KG*,5.4,G
96,701129,3,PROCLIN 300/2L,0.0054,L
97,801907,3,ROUGE PHENOL SODIUM,0.54,G
98,5113M,3,BSE DETECT./CONJ.1/2 GLY,0.2772,MG
99,5145K,3,DILUANT CONJ./TSEE DETECTION,0.42,L
100,703034,3,DIMETHYLSULFOXYDE/1L,0.378,L
101,703035,3,ACETATE SODIUM 3H20/1KG,0.12852,KG
102,800499,3,TITRIPLEX III/1KG,0.0028349999999999994,KG
103,801544,3,"EAU OXYGENE 110 VOL/2,5L",0.004725,L
104,801545,3,ACIDE CITRIQUE 1H2O/5KG,0.14836499999999997,KG
105,517432,3,"CAPS.SART. 0,22Mµ 4500 CM²",1.0,/PC
106,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
107,543413,3,BARREAU MAGNETIQUE POUR TMB,1.0,/PC
108,703043,3,TMB DIHYDROCHLO HYDRATE/100G,2.0625,G
109,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",0.0025575000000000003,L
110,800560,3,"ACIDE SULFURIQUE 95 97%/2,5L*",0.12465,L
111,5954G,4,ASCITE DEFIBRINE 3B5 AV PURIF.,45.15,MGI
112,7355E,4,"TAMPON TRIS 2M PH 9,0 FILT.",30.0,ML
113,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.057999999999999996,KG
114,701202,4,ACIDE CAPRYLIQUE/10ML,0.6,ML
115,801545,4,ACIDE CITRIQUE 1H2O/5KG,0.021,KG
116,810017,4,POCHE 3L STER/TP PURIF.CSO,2.0,/PC
117,810018,4,POCHE 5L STER/TP PURIF.CSO,3.0,/PC
118,810019,4,POCHE 10L STE/TP PURIF.CSO,1.0,/PC
119,810020,4,POCHE 20L STE/TP PURIF.CSO,1.0,/PC
120,517449,4,POT CENTR.1000ML NALGENE/CAR,8.0,/PC
121,802794,4,TUBES POUR EC,27.0,/PC
122,802796,4,BCHS BLEU T. EC s/100,31.0,/PC
123,5201A,4,TAMPON GLYCINE 1.5M NACL 1M,5.0,L
124,5201T,4,"Tampon citrate 0,1M pH=5,0",2.0,L
125,5201C,4,TAMPON CITRATE 0.1M PH2.5,2.0,L
126,620605,4,cIEF GEL EC (1fl=100ml),25.0,ML
127,620606,4,SPLE LOADING SOL (1fl=6ml),3.0,ML
128,524001,4,"CART PALL SUPORCAP 50  0,2µ",2.0,/PC
129,581392,4,POCHES 200 L. BV  CSO,1.0,/PC
130,259002,4,SODIUM DIHYDROGENOPHO 2H2O/1KG,0.08800000000000001,KG
131,704003,4,PHOSPHATE DISODIUM 12H2O/5KG,0.5,KG
132,517368,4,"CAPS 5231307H8-00-B 0,2 MU",3.0,/PC
133,802795,4,REDUCTEUR TUBES POUR EC,4.0,/PC
134,620023,4,CASSETTES VIVAFLOW 200,2.0,/PC
135,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
136,800016,4,EAU PPI/1L CAO,0.0062,L
137,801519,4,SODIUM HYDROGENOCARBONATE/5KG,4.154e-05,KG
138,801520,4,CARBONATE SODIUM ANHYDRE/5KG,1.302e-05,KG
139,718002,4,ROUGE PHENOL/500G,0.124,G
140,7210P,4,SOLUTION SOUDE 6N (AJUST PH),7.020000000000001,ML
141,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.047358000000000004,KG
142,251002,4,DIPOTASSIUM HYDROGENOPHOS/1KG,0.075438,KG
143,256002,4,POTASSIUM DIHYDROGENOPHOS/1KG,0.014580000000000003,KG
144,517368,4,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
145,800016,4,EAU PPI/1L CAO,0.54,L
146,801070,4,EAU PPI/5L CAO,0.00432,L
147,800542,4,"A CHLORHYDRIQUE FUMANT/2,5L",0.00432,L
148,5113T,4,TP PBS 10X (BSE DETECTION),0.03,L
149,7208A,4,SOLUTION D'HCL 6N (AJUST PH),0.15,ML
150,517368,4,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
151,701119,4,ALBUMINE BOVINE DIAG GRAD/5KG*,0.3,G
152,701129,4,PROCLIN 300/2L,0.0003,L
153,720097,4,LACTOSE 1H2O/5KG,15.0,G
154,800016,4,EAU PPI/1L CAO,0.3,L
155,703097,4,PEPTIDE BRANCHE FR3,2.4,µg
156,800016,4,EAU PPI/1L CAO,0.09,L
157,5113T,4,TP PBS 10X (BSE DETECTION),0.01,L
158,701119,4,ALBUMINE BOVINE DIAG GRAD/5KG*,1.0,G
159,7203B,4,SOL.AZIDE SODIUM 200G/L,0.05,ML
160,517394,4,"F.NALG. 150ML JAUNE 0,2U CAO",1.0,/PC
161,7210P,4,SOLUTION SOUDE 6N (AJUST PH),0.13,ML
162,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.000877,KG
163,251002,4,DIPOTASSIUM HYDROGENOPHOS/1KG,0.001397,KG
164,256002,4,POTASSIUM DIHYDROGENOPHOS/1KG,0.00027,KG
165,517368,4,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
166,800016,4,EAU PPI/1L CAO,0.01,L
167,801070,4,EAU PPI/5L CAO,7.5e-05,L
168,800542,4,"A CHLORHYDRIQUE FUMANT/2,5L",7.5e-05,L
169,3335C,4,SOLUTION DTNB,0.9,ML
170,5113N,4,BSE DETECT./AC MN 12F10,0.2772,MG
171,7177T,4,"TP PBS 50MM PH=7,4",2.0,L
172,7434S,4,TAMPON PBS 50MM-EDTA 1MM PH7.4,0.2,L
173,7771N,4,COLONNE  IDD26/L  2 PCY,1.0,PCY
174,701104,4,DITHIOTHREITOL/5G,0.19404,MG
175,701109,4,N ETHYLMALEIMIDE/5G,0.102564,MG
176,701117,4,BETA MERCAPTOETHANOL/100ML,0.02,ML
177,701261,4,SPDP/50MG,0.0494802,MG
178,701300,4,SULFO SMCC/50MG,0.742896,MG
179,702065,4,CENTRIPREP 30 KD,6.0,/PC
180,704028,4,SEPHADEX G25 MEDIUM/500G,0.16632,G
181,720102,4,PEROXYDASE/4G*,1.1919600000000001,MG
182,800444,4,GLYCEROL BIDISTILLE/5L,0.00038807999999999996,L
183,5113T,4,TP PBS 10X (BSE DETECTION),0.042,L
184,5145L,4,SVF DEPR. PURIF.TESEE DETECT.,0.126,L
185,7208A,4,SOLUTION D'HCL 6N (AJUST PH),1.176,ML
186,517368,4,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
187,701129,4,PROCLIN 300/2L,0.00041999999999999996,L
188,720160,4,IGG SOURIS LAMPIR 'CAO CVO',0.021,G
189,800016,4,EAU PPI/1L CAO,0.273,L
190,800444,4,GLYCEROL BIDISTILLE/5L,0.042,L
191,801907,4,ROUGE PHENOL SODIUM,0.42,G
192,5830B,5,MILIEU DE CULT ->AC MONO,401.3333333333333,ML
193,707018,5,PLAQ.12 PUITS/FD.PLAT CULT.CEL,1.0,/PC
194,730057,5,TUBE A FOND CONIQUE DE 250 ML,1.0,/PC
195,764025,5,FLAC.CULTURE VENTILLE 150CM²,1.0,/PC
196,764026,5,FLAC.CULTURE VENTILLE 75CM²,1.0,/PC
197,800866,5,BOUTEIL.850CM2 CULT.CELL.,1.0,/PC
198,8045W,5,BC ANTI BSE 3B5/2 WCB 45,1.0,/PC
199,4461S,5,JOURNEE PENSION SOURIS USINE,301.0,/PC
200,800028,5,SERINGUE 5ML TERUMO,1.0,/PC
201,802771,5,AIGUILLES Hypodermique-26 /100,2.0,/PC
202,801022,5,SOURIS PRISTANE IRRADIE 350RAD,26.0,/PC
203,517442,5,POT CENTRI.250ML NALGENE,1.0,/PC
204,801037,5,PROTEIN SERUM KIT,1.0,/PC
205,517399,5,"F.NALG.JAUNE 1 L 0,2 MU CAO",1.0,/PC
206,701192,5,TRIS/500G,0.006,KG
207,720047,5,L GLYCINE/1KG,563.0,G
208,216022,5,CHLORURE SODIUM/ (Nacl) 5KG,0.2925,KG
209,517368,5,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
210,810020,5,POCHE 20L STE/TP PURIF.CSO,1.0,/PC
211,810018,5,POCHE 5L STER/TP PURIF.CSO,1.0,/PC
212,810019,5,POCHE 10L STE/TP PURIF.CSO,1.0,/PC
213,801545,5,ACIDE CITRIQUE 1H2O/5KG,0.042,KG
214,517368,5,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
215,810020,5,POCHE 20L STE/TP PURIF.CSO,1.0,/PC
216,810018,5,POCHE 5L STER/TP PURIF.CSO,1.0,/PC
217,810019,5,POCHE 10L STE/TP PURIF.CSO,1.0,/PC
218,801545,5,ACIDE CITRIQUE 1H2O/5KG,0.042,KG
219,517368,5,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
220,810020,5,POCHE 20L STE/TP PURIF.CSO,1.0,/PC
221,810018,5,POCHE 5L STER/TP PURIF.CSO,1.0,/PC
222,810019,5,POCHE 10L STE/TP PURIF.CSO,1.0,/PC
223,239002,5,"HYDROXYDE SODIUM 30%/2,5L",7.8e-05,L
224,7210P,5,SOLUTION SOUDE 6N (AJUST PH),0.546,ML
225,216022,5,CHLORURE SODIUM/ (Nacl) 5KG,0.0036834000000000003,KG
226,251002,5,DIPOTASSIUM HYDROGENOPHOS/1KG,0.0058674,KG
227,256002,5,POTASSIUM DIHYDROGENOPHOS/1KG,0.001134,KG
228,517368,5,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
229,800016,5,EAU PPI/1L CAO,0.042,L
230,801070,5,EAU PPI/5L CAO,0.000588,L
231,800542,5,"A CHLORHYDRIQUE FUMANT/2,5L",0.000588,L
232,7210P,5,SOLUTION SOUDE 6N (AJUST PH),0.546,ML
233,216022,5,CHLORURE SODIUM/ (Nacl) 5KG,0.0036834000000000003,KG
234,251002,5,DIPOTASSIUM HYDROGENOPHOS/1KG,0.0058674,KG
235,256002,5,POTASSIUM DIHYDROGENOPHOS/1KG,0.001134,KG
236,517368,5,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
237,800016,5,EAU PPI/1L CAO,0.042,L
238,801448,5,AZIDE SODIUM/250G,0.01,G
239,517348,5,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
240,239002,5,"HYDROXYDE SODIUM 30%/2,5L",0.0003276,L
241,3318C,5,"TAMPON NA/NA2 0,2M 10X PH 7,2",0.54,ML
242,701116,5,DTNB/5G,0.36,MG
243,5954H,5,ASCITE DEFIBRINE 12F10 AV.PURI,0.22209264,MGI
244,7355E,5,"TAMPON TRIS 2M PH 9,0 FILT.",20.0,ML
245,216022,5,CHLORURE SODIUM/ (Nacl) 5KG,0.057999999999999996,KG
