,item,level,name,quantity,unit
0,7287G,1,MONOLISA ANTI HCV V3 R1,9000.0,/PC
1,7361A,1,S.LAV. R2 20X 70ML LOGO CPL,9000.0,/PC
2,7289S,1,MONOLISA HCV V3 CTL NEG. R3,9000.0,/PC
3,7289T,1,MONOLISA HCV V3 CTL POS R4 1PL,9000.0,/PC
4,7289W,1,MONOLISA HCV V3 DILUANT R6,9000.0,/PC
5,7288Z,1,MONOLISA HCV V3 CONJUGUE R7 1P,9000.0,/PC
6,7360G,1,TP SUBS.R8 WW2 ET-REP GEN. CE,9000.0,/PC
7,7436L,1,CHROM.R9 WW3 ETIQ-REP CLP,9000.0,/PC
8,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,9000.0,/PC
9,862206,1,ETIQ. MON ANTI HCV V3 110X340,9450.0,/PC
10,883387,1,PACK BIO-RAD 1 PL SS CAL,9000.0,/PC
11,883635,1,NOTICE MONO.ANTI HCV V3 1/5 PL,9000.0,/PC
12,860207,1,CAISSE QT EXCEPTEE 446X312X414,756.0,/PC
13,864006,1,ET.NEUTRE BLANCHE (70X180),756.0,/PC
14,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,18.0,/PC
15,7208A,2,SOLUTION D'HCL 6N (AJUST PH),8622.0,ML
16,7309Z1H,2,PROT PURIFIE NS3.3A CTL BVD,11.7,MG
17,213522,2,CHLORURE POTASSIUM/1KG,81.405,G
18,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,3645.0,G
19,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,82.62,G
20,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,737.1,G
21,274500,2,SACCHAROSE/25KG,20.25,KG
22,280506,2,TRIS BASE*,7362.0,G
23,563261,2,MICROTITER PLATE F8 CAO,9000.0,/PC
24,7244W,2,PEPTIDE GG-CAP(1-75)REHYDRATE,81.0,MG
25,707186,2,TCEP HYDROCHLORIDE/100G,693.0,G
26,800499,2,TITRIPLEX III/1KG,1506.6,G
27,800557,2,LAIT ECREME UHT 1 LITRE,99.0,L
28,800972,2,SACHET SILICAGEL  ALLERGOLAM,9000.0,/PC
29,801070,2,EAU PPI/5L CAO,135.0,L
30,704004,2,"PHOSPHATE DISODIUM/2,5KG",581.175,G
31,801518,2,TWEEN 20/1L,2025.0,ML
