,item,level,name,quantity,unit
0,7240A,1,TOXO M PLAQ.S.SACHET R1 ETIQ,600.0,/PC
1,7361A,1,S.LAV. R2 20X 70ML LOGO CPL,600.0,/PC
2,7240B,1,TOXO M TEMOIN NEG R3 ETIQ,600.0,/PC
3,7240C,1,TOXO M TEM.POS SEUIL R4 ETIQ,600.0,/PC
4,7240D,1,TOXO M TEM.POS R5 ETIQ,600.0,/PC
5,7240E,1,TOXO M  AG LYO R6a ETIQ,1200.0,/PC
6,7240F,1,TOXO M  CONJ 101X R6b ETIQ,600.0,/PC
7,7240G,1,TOXO M DILUANT R7 ETIQ,600.0,/PC
8,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,600.0,/PC
9,620585,1,TMB R9 CHROMOGENIQ/30ML ETIQ,600.0,/PC
10,561958,1,ADHESIF UNIT./MICROPL 96TCAO,2400.0,/PC
11,881170,1,NOT PL TOXO IGM US 26211 CLP,600.0,/PC
12,883199,1,ETIQ PP LOGO CLP GHS05,630.0,/PC
13,883409,1,PACK MICROPLAQUES BIO-RAD,600.0,/PC
14,860208,1,CAISSE QT EXCEPTEE 403X252X291,150.0,/PC
15,864006,1,ET.NEUTRE BLANCHE (70X180),150.0,/PC
16,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,123.0,M
17,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,1.0,/PC
18,7374V1F,2,AC CHEVRE ANTI IGM CTL,48.0,MG
19,201502,2,"ALBUMINE BOVINE PH5,2 LYO/1KG*",76.5,G
20,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,459.0,G
21,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,92.82,G
22,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,13.77,G
23,274500,2,SACCHAROSE/25KG,2.4,KG
24,517368,2,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
25,563271,2,MICROTITER SECABL.LOCKWELL CAO,600.0,/PC
26,801070,2,EAU PPI/5L CAO,15.0,L
27,800016,2,EAU PPI/1L CAO,2.0,L
28,800972,2,SACHET SILICAGEL  ALLERGOLAM,618.0,/PC
29,801519,2,SODIUM HYDROGENOCARBONATE/5KG,0.10080000000000001,KG
30,801520,2,CARBONATE SODIUM ANHYDRE/5KG,31.8,G
31,620388,2,POCHE STERILE 100L CMD CAO,1.0,/PC
32,7210P,2,SOLUTION SOUDE 6N (AJUST PH),1.0,ML
33,7360Z,2,S.LAV. R2 20X VRAC,45.0,L
34,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,618.0,/PC
35,764013,2,FLAC.NAL 125ML TRANSP.N-ST CAO,618.0,/PC
36,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,630.0,/PC
37,7240H,2,TOXO M TEMOIN NEG R3 VRAC,0.54,L
38,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,618.0,/PC
39,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,618.0,/PC
40,880973,2,ETIQ.PP.(20x45) +4°C GHS07,630.0,/PC
41,7240J,2,TOXO M TEM.POS SEUIL R4 VRAC,0.54,L
42,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,618.0,/PC
43,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,618.0,/PC
44,880973,2,ETIQ.PP.(20x45) +4°C GHS07,630.0,/PC
45,7240K,2,TOXO M TEM.POS  R5 VRAC,0.54,L
46,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,618.0,/PC
