,item,level,name,quantity,unit
0,7081A,1,HAV TOTAL R1 PL,80.0,/PC
1,7361E,1,S.LAV. R2 20X 235ML LOGO CPL,40.0,/PC
2,7081B,1,HAV TOTAL R3 ETIQ,40.0,/PC
3,7081C,1,HAV TOTAL R4  ETIQ,40.0,/PC
4,7081D,1,HAV TOTAL R5  ETIQ,40.0,/PC
5,7081E,1,HAV TOTAL R6  ETIQ,40.0,/PC
6,7081F,1,HAV TOTAL R7  ETIQ,40.0,/PC
7,7360G,1,TP SUBS.R8 WW2 ET-REP GEN. CE,40.0,/PC
8,7436L,1,CHROM.R9 WW3 ETIQ-REP CLP,40.0,/PC
9,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,40.0,/PC
10,883409,1,PACK MICROPLAQUES BIO-RAD,40.0,/PC
11,883199,1,ETIQ PP LOGO CLP GHS05,42.0,/PC
12,883674,1,NOT. MONO HAV TOTAL 72481 2L,40.0,/PC
13,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,1.0,/PC
14,274500,2,SACCHAROSE/25KG,0.34,KG
15,563400,2,MICROTITER PLATE CAO CSO*,83.0,/PC
16,800972,2,SACHET SILICAGEL  ALLERGOLAM,83.0,/PC
17,801070,2,EAU PPI/5L CAO,1.04,L
18,801519,2,SODIUM HYDROGENOCARBONATE/5KG,7.2576,G
19,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,61.2,G
20,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,1.8496000000000001,G
21,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,12.376,G
22,801520,2,CARBONATE SODIUM ANHYDRE/5KG,2.2896,G
23,3420Z1H,2,AC HAV 1-B-5 PURIF BV,2.0,MG
24,201502,2,"ALBUMINE BOVINE PH5,2 LYO/1KG*",20.4,G
25,517368,2,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
26,800016,2,EAU PPI/1L CAO,2.0,L
27,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,16.4,M
28,7360Z,2,S.LAV. R2 20X VRAC,9.4,L
29,764010,2,FLAC.NAL 250ML TRANSP.N-ST CAO,42.0,/PC
30,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,42.0,/PC
31,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,42.0,/PC
32,7081G,2,HAV TOTAL R3 VRAC,64.0,ML
33,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,42.0,/PC
34,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,42.0,/PC
35,862150,2,ETIQ.NEUTRE PE WHITE (20X45),42.0,/PC
36,7081H,2,HAV TOTAL R4 VRAC,124.0,ML
37,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,42.0,/PC
38,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,42.0,/PC
39,862150,2,ETIQ.NEUTRE PE WHITE (20X45),42.0,/PC
40,7081J,2,HAV TOTAL R5  VRAC,44.0,ML
41,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,42.0,/PC
