,item,level,name,quantity,unit
0,6794A,1,PL ASPER. AG PL R1 ETIQ CHINE,1000.0,/PC
1,7361N,1,S.LAV. R2 20X 70ML CPL CHINE,1000.0,/PC
2,6794B,1,PL ASPER. AG PL R3 ETIQ CHINE,2000.0,/PC
3,6794C,1,PL ASPER. AG PL R4 ETIQ CHINE,2000.0,/PC
4,6794D,1,PL ASPER. AG PL R5 ETIQ CHINE,2000.0,/PC
5,6794E,1,PL ASPER. AG PL R6 ETIQ CHINE,1000.0,/PC
6,6794F,1,PL ASPER. AG PL R7 ETIQ CHINE,1000.0,/PC
7,7382F,1,R9 REETIQ LOGO CPL,1000.0,/PC
8,7337Z,1,S.ARRET R10WW2 ET-RP CLP CHINE,1000.0,/PC
9,561958,1,ADHESIF UNIT./MICROPL 96TCAO,8000.0,/PC
10,883409,1,PACK MICROPLAQUES BIO-RAD,1000.0,/PC
11,883199,1,ETIQ PP LOGO CLP GHS05,1050.0,/PC
12,881148,1,NOTICE ASPERGILUS Ag CHINE,1000.0,/PC
13,860208,1,CAISSE QT EXCEPTEE 403X252X291,250.0,/PC
14,864006,1,ET.NEUTRE BLANCHE (70X180),250.0,/PC
15,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,205.0,M
16,6166J1F,2,PLAT.ASP.AC MONO EBA2-38 CTL,61.0,MG
17,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,1.0,/PC
18,7221A,2,"TP PBS 10X K/K2 0,1M-NACL 1,5M",4.5,L
19,213522,2,CHLORURE POTASSIUM/1KG,9.5,G
20,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,0.405,KG
21,232002,2,GLUCOSE ANHYDRE/5KG,2.25,KG
22,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,9.2,G
23,517411,2,FILTRE GAF N50 PO 3S  50 M/50u,2.0,/PC
24,563261,2,MICROTITER PLATE F8 CAO,1000.0,/PC
25,800016,2,EAU PPI/1L CAO,2.0,L
26,800972,2,SACHET SILICAGEL  ALLERGOLAM,1030.0,/PC
27,800555,2,LAIT ECREME * /1KG,1.125,KG
28,704004,2,"PHOSPHATE DISODIUM/2,5KG",65.0,G
29,801518,2,TWEEN 20/1L,0.045,ML
30,801519,2,SODIUM HYDROGENOCARBONATE/5KG,0.151,KG
31,801520,2,CARBONATE SODIUM ANHYDRE/5KG,0.048,KG
32,581400,2,POCHE FLEXEL 200L NON STERILE,1.0,/PC
33,801070,2,EAU PPI/5L CAO,22.0,L
34,7360Z,2,S.LAV. R2 20X VRAC,75.0,L
35,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,1030.0,/PC
36,764013,2,FLAC.NAL 125ML TRANSP.N-ST CAO,1030.0,/PC
37,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,1050.0,/PC
38,6179H,2,PL ASPERG AG R3 CTL NEG VRAC,3.6,L
39,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,2060.0,/PC
40,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2060.0,/PC
41,880973,2,ETIQ.PP.(20x45) +4°C GHS07,2100.0,/PC
42,6179J,2,PL ASPRG AG R4 CTL SEUIL VRAC,3.6,L
43,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,2060.0,/PC
44,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2060.0,/PC
45,880973,2,ETIQ.PP.(20x45) +4°C GHS07,2100.0,/PC
46,6179L,2,PL ASPERG AG R5 CTL POS VRAC,3.6,L
47,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,2060.0,/PC
48,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2060.0,/PC
49,880973,2,ETIQ.PP.(20x45) +4°C GHS07,2100.0,/PC
50,6179M,2,PL ASPERG AG R6 CONJ VRAC,8.5,L
51,764006,2,FLAC.NAL15ML TRAN.STER.CAO-CSO,1030.0,/PC
52,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
53,880625,2,ETIQ.PP.(30X50) PE CLP,1050.0,/PC
54,6297Q,2,PLAT.ASP/CAND AG:S.TRAIT VRAC,13.5,L
55,764006,2,FLAC.NAL15ML TRAN.STER.CAO-CSO,1030.0,/PC
56,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
57,862151,2,ETIQ.NEUTRE PE WHITE (30X50),1050.0,/PC
58,620585,2,TMB R9 CHROMOGENIQ/30ML ETIQ,1000.0,/PC
59,883124,2,"ETIQ R9 30x50 ""TMB""",1000.0,/PC
60,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,28.0,L
61,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,1030.0,/PC
62,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
63,862211,2,ETIQ SOL.ARRET1N LOGO CORROSIF,1050.0,/PC
64,6166J,3,ASPERG AC MONO EBA2-38,61.0,MG
65,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.0062,L
66,545300,3,CAPSULE DIN 18 JOINT TEFLON,2.0,/PC
67,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,2.0,/PC
68,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.405,KG
69,251002,3,DIPOTASSIUM HYDROGENOPHOS/1KG,0.08189999999999999,KG
70,256002,3,POTASSIUM DIHYDROGENOPHOS/1KG,0.012150000000000001,KG
71,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
72,280504,3,TRIZMA BASE/5KG,1.815,KG
73,720020,3,CHLORURE SODIUM/25KG,18.75,KG
74,801518,3,TWEEN 20/1L,1.5,L
75,701129,3,PROCLIN 300/2L,0.03,L
76,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",1.0875,L
77,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
78,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,0.375,KG
79,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,3.5892000000000004,L
80,517588,3,CARTOUCHE ULTIPOR 2µm,1.0,/PC
81,517007,3,FILTRE STERILE EKV 10,1.0,/PC
82,800016,3,EAU PPI/1L CAO,1.0,L
83,701129,3,PROCLIN 300/2L,0.0108,L
84,6297V,3,SOL.STOCK GALATOMANNAN,0.5,ML
85,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,3.6,L
86,800016,3,EAU PPI/1L CAO,1.0,L
87,701129,3,PROCLIN 300/2L,0.0108,L
88,6297V,3,SOL.STOCK GALATOMANNAN,2.5,ML
89,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,3.6,L
90,800016,3,EAU PPI/1L CAO,1.0,L
91,701129,3,PROCLIN 300/2L,0.0108,L
92,6179Y,3,PL ASPERG/CONJ.EBA 1/2GLY,0.7905,MG
93,6179Z,3,PL ASPERG/DIL. CONJUGUE VRAC,8.5,L
94,507021,3,EDTA (Titriplex III) /250G,540.0,G
95,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
96,801070,3,EAU PPI/5L CAO,13.5,L
97,620388,3,POCHE STERILE 100L CMD CAO,1.0,/PC
98,800560,3,"ACIDE SULFURIQUE 95 97%/2,5L*",0.7756000000000001,L
99,6166K,4,SURNAGEANT EBA2-38 CONCENTRE,2.0,L
100,524001,4,"CART PALL SUPORCAP 50  0,2µ",2.0,/PC
101,517368,4,"CAPS 5231307H8-00-B 0,2 MU",9.0,/PC
102,720047,4,L GLYCINE/1KG,264.0,G
103,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,1.91,KG
104,213522,4,CHLORURE POTASSIUM/1KG,0.01,KG
105,701049,4,PHOSPHATE DISODIUM 2H2O/500G,71.0,G
106,256002,4,POTASSIUM DIHYDROGENOPHOS/1KG,0.01,KG
107,7203B,4,SOL.AZIDE SODIUM 200G/L,275.0,ML
108,7355E,4,"TAMPON TRIS 2M PH 9,0 FILT.",150.0,ML
109,810017,4,POCHE 3L STER/TP PURIF.CSO,4.0,/PC
110,810016,4,POCHE 1L STER/TP PURIF CSO,3.0,/PC
111,5259Q,4,GEL Mark 3 - EBA2-38 20PCY,1.0,PCY
112,810018,4,POCHE 5L STER/TP PURIF.CSO,4.0,/PC
113,810019,4,POCHE 10L STE/TP PURIF.CSO,1.0,/PC
114,620023,4,CASSETTES VIVAFLOW 200,2.0,/PC
115,517416,4,CASSETTE S.S.DISP.,1.0,/PC
116,802794,4,TUBES POUR EC,16.0,/PC
117,802796,4,BCHS BLEU T. EC s/100,18.0,/PC
118,802795,4,REDUCTEUR TUBES POUR EC,2.0,/PC
119,524000,4,"C.PALL  ACROPACK 200 0,2µ",1.0,/PC
120,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
121,800016,4,EAU PPI/1L CAO,0.0062,L
122,801519,4,SODIUM HYDROGENOCARBONATE/5KG,4.154e-05,KG
123,801520,4,CARBONATE SODIUM ANHYDRE/5KG,1.302e-05,KG
124,718002,4,ROUGE PHENOL/500G,0.124,G
125,8623W,4,SER.MONOLISA AC/HBS POS CAO,3.6,L
126,8623W,4,SER.MONOLISA AC/HBS POS CAO,3.6,L
127,8623W,4,SER.MONOLISA AC/HBS POS CAO,3.6,L
128,5530D1F,4,ASP.AC MONO EBA2 5D1F2/9 CTL,0.4743,MG
129,705013,4,ETHYLENE GLYCOL/1L,0.1,ML
130,720068,4,HEPES/1KG,1.0,G
131,800487,4,PEROX GRAD 25000,1.34385,MG
132,801519,4,SODIUM HYDROGENOCARBONATE/5KG,0.006999999999999999,KG
133,801520,4,CARBONATE SODIUM ANHYDRE/5KG,0.002,KG
134,801543,4,METAPERIODATE SODIUM/50G,0.05,G
135,801550,4,BOROHYDRURE SODIUM/50G,1.0,G
136,7221A,4,"TP PBS 10X K/K2 0,1M-NACL 1,5M",0.023715,L
137,517394,4,"F.NALG. 150ML JAUNE 0,2U CAO",2.0,/PC
138,701129,4,PROCLIN 300/2L,0.0255,L
139,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.16914999999999997,KG
140,280504,4,TRIZMA BASE/5KG,0.10369999999999999,KG
141,500006,4,ETHANOL ABSOLU/10L,0.005,L
142,507037,4,POURPRE BROMOCRESOL/5G,0.37739999999999996,G
143,517368,4,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
144,801070,4,EAU PPI/5L CAO,6.79575,L
145,800092,4,SERUM VEAU FOETAL/500ML*,1.7,L
146,801518,4,TWEEN 20/1L,0.0085,L
147,517432,4,"CAPS.SART. 0,22Mµ 4500 CM²",1.0,/PC
148,800542,4,"A CHLORHYDRIQUE FUMANT/2,5L",0.08,L
149,8685A,5,RPMI LIQUIDE SUPPLEM REPARTI,22.0,L
150,800494,5,L GLUTAMINE 200MM/100ML,400.0,ML
151,800366,5,PENI STREPTO 10000U/100ML,600.0,ML
152,703105,5,RPMI +SUPPLEMENT,85.0,L
153,801519,5,SODIUM HYDROGENOCARBONATE/5KG,0.17,KG
154,703101,5,ACIDE CHLORHYDRIQUE 5N/1L,0.15,L
155,703102,5,SERUM VEAU FOETAL* USDA,5.5,L
156,707018,5,PLAQ.12 PUITS/FD.PLAT CULT.CEL,1.0,/PC
157,764026,5,FLAC.CULTURE VENTILLE 75CM²,2.0,/PC
158,764025,5,FLAC.CULTURE VENTILLE 150CM²,2.0,/PC
159,800866,5,BOUTEIL.850CM2 CULT.CELL.,32.0,/PC
160,720134,5,SONDE PH 405 DPAS SC KBS/120,1.0,/PC
161,517364,5,CAPS SART 200CM2 0.65µ BTE4,1.0,/PC
162,517013,5,Filtre 0.1µG AcM,1.0,/PC
163,581392,5,POCHES 200 L. BV  CSO,2.0,/PC
164,517436,5,PRE-FILTRE  ACM,1.0,/PC
165,517437,5,PRE-FILTRE SUPRA CAP10,2.0,/PC
166,801040,5,FLACON 300CM² JUMBO FALCON,2.0,/PC
167,517421,5,K7 CONC NOVASEP,1.0,/PC
168,620040,5,HYDROXYDE SODIUM/5KG,0.5,KG
169,7203A,5,SOLUTION AZIDE SODIUM 100G/L,1.0,L
170,8027W,5,BC anti aspergillus EBA2-38 WC,1.0,/PC
171,801448,5,AZIDE SODIUM/250G,55.0,G
172,517348,5,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
173,517399,5,"F.NALG.JAUNE 1 L 0,2 MU CAO",1.0,/PC
174,701192,5,TRIS/500G,0.03,KG
175,620544,5,GEL NHS SEPHAROSE FAST FLOW,3.3033033033033035,ML
176,620545,5,AC MARCK 3,19.51951951951952,MG
177,216022,5,CHLORURE SODIUM/ (Nacl) 5KG,0.011111111111111112,KG
178,801519,5,SODIUM HYDROGENOCARBONATE/5KG,0.008708708708708709,KG
179,701192,5,TRIS/500G,0.0009009009009009009,KG
