,item,level,name,quantity,unit
0,5169A,1,W.BLOT TAMPON A REP-ET,237.0,/PC
1,5169B,1,W.BLOT TAMPON B REP-ET,237.0,/PC
2,5169C,1,W.BLOT  Ab I REP-ET,237.0,/PC
3,5169D,1,W.BLOT Ab II  REP-ET,237.0,/PC
4,5169E,1,W.BLOT BLOQUANT REP-ET,237.0,/PC
5,5169MSTV,1,W.BLOT PROTEINASE K ET,237.0,/PC
6,5169G,1,W/B  TUBE DE BROYAGE REP-ET,8295.0,/PC
7,860202,1,CAISSE REG.51102/51144 BUTANOL,2.0,/PC
8,880874,1,ETIQ. QUANTITE LIMITEE,10.0,/PC
9,807327,1,"ET.NEUTRE P.E. (129,75X85)",1.0,/PC
10,881184,1,NOT TESEE WESTEN BLOT 51169,237.0,/PC
11,883207,1,ET JAUNE GHS02_08_05 (55x140),237.0,/PC
12,808441,1,ETIQ.PP.(40X70) JAUNE,237.0,/PC
13,883414,1,PTE BOITE IMPR.FSD (175*125mm),242.0,/PC
14,883418,1,CALE 19 EMPLACEMENTS FSD,237.0,/PC
15,5144G,2,TSEE PURIF/SOL.DENATURATION VR,4.977,L
16,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,237.0,/PC
17,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,237.0,/PC
18,883226,2,ET JAUN PP GHS05 (30x50),249.0,/PC
19,517277,2,Sachet autobag 80x180mm 50µm,245.0,/PC
20,517015,2,PRESTATION FL.BUTANOL 21ML CAO,237.0,/PC
21,5169F,2,W.BLOT AbI VRAC,2.133,L
22,764006,2,FLAC.NAL15ML TRAN.STER.CAO-CSO,237.0,/PC
23,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,237.0,/PC
24,883218,2,ET JAUNE PP GHS07 (30x50),249.0,/PC
25,5169H,2,W.BLOT  AbII 10X VRAC,2725.5,ML
26,764053,2,FL+CAP NAL.15ml OP. N.STER CAO,237.0,/PC
27,883218,2,ET JAUNE PP GHS07 (30x50),249.0,/PC
28,5169J,2,W.BLOT VRAC BLQ,2.607,L
29,764006,2,FLAC.NAL15ML TRAN.STER.CAO-CSO,237.0,/PC
30,764043,2,CAPS NALG VERTE 20MM PP,237.0,/PC
31,883218,2,ET JAUNE PP GHS07 (30x50),249.0,/PC
32,5144J,2,TSEE PURIF/PROTEINASE K VRAC,165.9,ML
33,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,245.0,/PC
34,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,245.0,/PC
35,883235,2,ET JAUNE PP GHS08 (20x45),249.0,/PC
36,883219,2,ET JAUNE PP GHS07 (40x70),262.0,/PC
37,581379,2,SACHET MINIGRIP 100X150,249.0,/PC
38,5144A,2,TSEE PURIF/TUBE DE BROYAGE ET,8295.0,/PC
39,517231,3,SARKOSYL 97%/5KG,0.17917200000000003,KG
40,517200,3,SARKOSYL 30%/5L,0.826182,L
41,517201,3,TRITON X100/1L,0.49770000000000003,L
42,517202,3,UREE/5KG,0.59724,KG
43,5169J,3,W.BLOT VRAC BLQ,2.133,L
44,5254A1H,3,Ac purif SHA 31 ctlé,95.985,MG
45,5169K,3,CONJ ANTI SOURIS-POD W.BLOT,13.6275,ML
46,720152,3,STABILZYME HRP CONJUGATE,1.36275,L
47,701129,3,PROCLIN 300/2L,0.0027255,L
48,800016,3,EAU PPI/1L CAO,1.36275,L
49,5113T,3,TP PBS 10X (BSE DETECTION),0.10665000000000001,L
50,5145L,3,SVF DEPR. PURIF.TESEE DETECT.,0.6399,L
51,517348,3,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
52,701129,3,PROCLIN 300/2L,0.002133,L
53,800016,3,EAU PPI/1L CAO,1.0,L
54,800444,3,GLYCEROL BIDISTILLE/5L,0.6399,L
55,517239,3,PROTEINASE*  K/1L,149.31,ML
56,800016,3,EAU PPI/1L CAO,0.013272,L
57,800444,3,GLYCEROL BIDISTILLE/5L,0.003318,L
58,801907,3,ROUGE PHENOL SODIUM,1.659,G
59,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
60,5144F,3,TSEE PURIF./SOL.HOMOGEN.VRAC,11.613,L
61,517209,3,BILLES ER 120S 1 à 1.25MM CAO,4.1475,KG
62,581677,3,SACHET MINIGRIP GREENDING TUBE,83.0,/PC
63,764038,3,TUBE NALGENE 2 ML/5000 CAO,8295.0,/PC
64,764039,3,CAPS NAL.PR TUBE 2 ML/5000 CAO,8295.0,/PC
65,862190,3,ET PP (25x35) S.PAPIER TESEE,8710.0,/PC
66,883219,3,ET JAUNE PP GHS07 (40x70),88.0,/PC
67,5113T,4,TP PBS 10X (BSE DETECTION),0.10665000000000001,L
68,5145L,4,SVF DEPR. PURIF.TESEE DETECT.,0.6399,L
69,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
70,701129,4,PROCLIN 300/2L,0.002133,L
71,800016,4,EAU PPI/1L CAO,1.0,L
72,800444,4,GLYCEROL BIDISTILLE/5L,0.6399,L
73,5254A,4,AC PURIFIE SHA -31,95.985,MG
74,7464K1I,4,AC IGG(H+L)SOURIS (MOUTON) fsD,0.0681375,G
75,7451V,4,"T PBS NACL O,15M KK2 OSM",3.0,L
76,800431,4,PEROXYDASE GRADE 1/2G,0.16353,G
77,801669,4,GLUTARALDEHYDE/10X1ML,1.0,ML
78,9004L,4,EAU PHYSIOLOGIQUE,0.5,L
79,7771A,4,COLONNE  IDD16/A  2 PCY,1.0,PCY
80,251002,4,DIPOTASSIUM HYDROGENOPHOS/1KG,0.009000000000000001,KG
81,256002,4,POTASSIUM DIHYDROGENOPHOS/1KG,0.006999999999999999,KG
82,801519,4,SODIUM HYDROGENOCARBONATE/5KG,0.004,KG
83,801520,4,CARBONATE SODIUM ANHYDRE/5KG,0.001,KG
84,800444,4,GLYCEROL BIDISTILLE/5L,0.025,L
85,702065,4,CENTRIPREP 30 KD,4.0,/PC
86,7210P,4,SOLUTION SOUDE 6N (AJUST PH),1.38645,ML
87,216022,4,CHLORURE SODIUM/ (Nacl) 5KG,0.009353205000000002,KG
88,251002,4,DIPOTASSIUM HYDROGENOPHOS/1KG,0.014899005,KG
89,256002,4,POTASSIUM DIHYDROGENOPHOS/1KG,0.0028795500000000003,KG
