,item,level,name,quantity,unit
0,5144A,1,TSEE PURIF/TUBE DE BROYAGE ET,23040.0,/PC
1,5144B,1,TSEE PURIF/SOL.DENATUR.A ET,120.0,/PC
2,5144C,1,TSEE PURIF/SOL.CLARIF.B ET,120.0,/PC
3,5144D,1,TSEE PURIF/TP SOLUB.N°1 C ET,120.0,/PC
4,5144E,1,TSEE PURIF/PROTEINASE K ET,120.0,/PC
5,880874,1,ETIQ. QUANTITE LIMITEE,5.0,/PC
6,807327,1,"ET.NEUTRE P.E. (129,75X85)",1.0,/PC
7,860202,1,CAISSE REG.51102/51144 BUTANOL,6.0,/PC
8,883204,1,ET JAUNE GHS02_05_08 (90x340),126.0,/PC
9,881187,1,NOT TESEE PURIF 51125_153,120.0,/PC
10,883424,1,BOITE 4 EMPLCT.FSD (213*131mm),120.0,/PC
11,5144F,2,TSEE PURIF./SOL.HOMOGEN.VRAC,32.25599999999999,L
12,517209,2,BILLES ER 120S 1 à 1.25MM CAO,11.52,KG
13,581677,2,SACHET MINIGRIP GREENDING TUBE,231.0,/PC
14,764038,2,TUBE NALGENE 2 ML/5000 CAO,23040.0,/PC
15,764039,2,CAPS NAL.PR TUBE 2 ML/5000 CAO,23040.0,/PC
16,862190,2,ET PP (25x35) S.PAPIER TESEE,24192.0,/PC
17,883219,2,ET JAUNE PP GHS07 (40x70),242.0,/PC
18,5144G,2,TSEE PURIF/SOL.DENATURATION VR,6.84,L
19,764011,2,FLA.NAL 60ML TRAN.STER.CAO-CSO,124.0,/PC
20,764043,2,CAPS NALG VERTE 20MM PP,120.0,/PC
21,883208,2,ET JAUNE GHS05 (40x70),126.0,/PC
22,883206,2,ET JAUNE GHS02_05_07 (40x70),126.0,/PC
23,517277,2,Sachet autobag 80x180mm 50µm,124.0,/PC
24,517247,2,FL. BUTANOL REP.50ML TESEE CAO,120.0,/PC
25,5144H,2,TSEE PURIF/TP SOLUB.N°1 VRAC,0.84,L
26,764006,2,FLAC.NAL15ML TRAN.STER.CAO-CSO,124.0,/PC
27,764043,2,CAPS NALG VERTE 20MM PP,120.0,/PC
28,883210,2,ET JAUNE PP (30x50),126.0,/PC
29,5144J,2,TSEE PURIF/PROTEINASE K VRAC,84.0,ML
30,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,120.0,/PC
31,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,124.0,/PC
32,883235,2,ET JAUNE PP GHS08 (20x45),126.0,/PC
33,7203B,3,SOL.AZIDE SODIUM 200G/L,32.25599999999999,ML
34,232002,3,GLUCOSE ANHYDRE/5KG,1.6127999999999998,KG
35,701129,3,PROCLIN 300/2L,0.03225599999999999,L
36,801959,3,FILTR 20µM POLYPRO 200CM²,1.0,/PC
37,517231,3,SARKOSYL 97%/5KG,0.24624000000000001,KG
38,517200,3,SARKOSYL 30%/5L,1.13544,L
39,517201,3,TRITON X100/1L,0.684,L
40,517202,3,UREE/5KG,0.8208,KG
41,517200,3,SARKOSYL 30%/5L,0.027971999999999997,L
42,800772,3,UREE/5KG,0.302736,KG
43,547086,3,VERT MALACHITE OXALATE/100G,0.016800000000000002,G
44,517239,3,PROTEINASE*  K/1L,75.6,ML
45,800016,3,EAU PPI/1L CAO,0.00672,L
46,800444,3,GLYCEROL BIDISTILLE/5L,0.00168,L
47,801907,3,ROUGE PHENOL SODIUM,0.84,G
48,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
49,801448,4,AZIDE SODIUM/250G,6.451199999999999,G
50,517348,4,"CAPS.SART 500 CM²0,2µ 4/BTE",1.0,/PC
