,item,level,name,quantity,unit
0,7338A,1,GES ULTRA/PL S.SAC.R1 ET CHINE,10015.0,/PC
1,7361J,1,S.LAV. R2 20X 235ML CHINE CLP#,2003.0,/PC
2,7338B,1,GES ULTRA/CTL NEG R3 ET CHINE,2003.0,/PC
3,7338C,1,GES ULTRA/CTL POS R4 ET CHINE,2003.0,/PC
4,7338D,1,GES ULTRA/CTL POS AG R5 ET CHI,2003.0,/PC
5,7338E,1,GES ULTRA/CJ N°1 R6 ET CHINE,4006.0,/PC
6,7338F,1,GES ULTRA/CJ N°2 R7A ET CHINE,4006.0,/PC
7,7338G,1,GES ULTRA/DIL CJ R7B ET CHINE,4006.0,/PC
8,7337V,1,TP SUBS.R8 WW2 ET-REP CHINE,4006.0,/PC
9,7337T,1,R9 11x  ETIQU CHINE CLP,4006.0,/PC
10,7337Z,1,S.ARRET R10WW2 ET-RP CLP CHINE,6009.0,/PC
11,7338H,1,GES ULTRA/CTL HIV2 R11 CHINE,2003.0,/PC
12,561958,1,ADHESIF UNIT./MICROPL 96TCAO,24036.0,/PC
13,883412,1,PACK BIO-RAD 5PL D=34 UNIC,2003.0,/PC
14,883188,1,ETI BT GES ULTRA 72386-388 CLP,2104.0,/PC
15,883681,1,(NOTICE GENS ULTRA CHINE),2003.0,/PC
16,860209,1,CAISSE QT EXCEPTEE 448X236X291,501.0,/PC
17,864006,1,ET.NEUTRE BLANCHE (70X180),501.0,/PC
18,7201L1H,2,GP 160 PURIFIEE HIV1/2,110.165,MG
19,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,11.0,/PC
20,7248J,2,SOL.STOCK PEPT41-2-1 O4 1MG/ML,5.0075,ML
21,7248K,2,SOL.STOCK PEPT.AFR.21 1MG/ML,12.018,ML
22,7354M1H,2,AC PURIF ANTI P25 (25-2) BV,17.0255,MG
23,7354P1H,2,AC PURIFIE ANTI P25(25-4) BV,182.273,MG
24,7356D1H,2,GES HIV 86 P24/P26 AC PUR BV,145.2175,MG
25,213522,2,CHLORURE POTASSIUM/1KG,90.58567500000001,G
26,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,8112.15,G
27,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,214.52130000000002,G
28,274500,2,SACCHAROSE/25KG,22.53375,KG
29,563400,2,MICROTITER PLATE CAO CSO*,10316.0,/PC
30,719531,2,DITHIOTREITOL/5G,5000.0,MG
31,720070,2,CHAPS/10G,3785.67,MG
32,800268,2,AMPHOTERICINE B SOLUBLE/50MG,2.253375,GAI
33,800558,2,LAIT ECREME UHT,110.165,L
34,800772,2,UREE/5KG,24.33645,KG
35,800972,2,SACHET SILICAGEL  ALLERGOLAM,10316.0,/PC
36,801070,2,EAU PPI/5L CAO,170.255,L
37,704004,2,"PHOSPHATE DISODIUM/2,5KG",646.7687,G
38,801518,2,TWEEN 20/1L,450.675,ML
39,801519,2,SODIUM HYDROGENOCARBONATE/5KG,908.5608000000001,G
40,801520,2,CARBONATE SODIUM ANHYDRE/5KG,286.6293,G
41,800016,2,EAU PPI/1L CAO,2.0,L
42,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,2053.075,M
43,581400,2,POCHE FLEXEL 200L NON STERILE,1.0,/PC
44,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,820.2285,G
45,7360Z,2,S.LAV. R2 20X VRAC,473.7095,L
46,764010,2,FLAC.NAL 250ML TRANSP.N-ST CAO,2064.0,/PC
47,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,2064.0,/PC
48,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,2003.0,/PC
49,7286H,2,GES ULTRA HIV AG CTL- R3 VRAC,12.2183,L
50,562139,2,FL.VIS 5ML VN JNE DIN 18 CAO,2064.0,/PC
51,883031,2,ET.FL  20x45mm   GES ULTRA,2104.0,/PC
52,545221,2,CAPS GL18 TEFLON VERT 5V,2064.0,/PC
53,7286J,2,GES ULTRA HIV AG CTL+ R4 VRAC,5.2078,L
54,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,2003.0,/PC
55,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2003.0,/PC
56,883284,2,ETIQ.GES ULTRA 20x45mm XI CLP,2104.0,/PC
57,7286K,2,GES ULTRA HIV AG CTL+AG R5 VR,5.2078,L
58,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,2064.0,/PC
59,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,2064.0,/PC
60,883284,2,ETIQ.GES ULTRA 20x45mm XI CLP,2104.0,/PC
61,7286S,2,GES ULTRA HIV AG VRAC CONJ.N°1,42.063,L
