,item,level,name,quantity,unit
0,7081A,1,HAV TOTAL R1 PL,2000.0,/PC
1,7361E,1,S.LAV. R2 20X 235ML LOGO CPL,1000.0,/PC
2,7081B,1,HAV TOTAL R3 ETIQ,1000.0,/PC
3,7081C,1,HAV TOTAL R4  ETIQ,1000.0,/PC
4,7081D,1,HAV TOTAL R5  ETIQ,1000.0,/PC
5,7081E,1,HAV TOTAL R6  ETIQ,1000.0,/PC
6,7081F,1,HAV TOTAL R7  ETIQ,1000.0,/PC
7,7360G,1,TP SUBS.R8 WW2 ET-REP GEN. CE,1000.0,/PC
8,7436L,1,CHROM.R9 WW3 ETIQ-REP CLP,1000.0,/PC
9,7361H,1,S.ARRET R10WW2 ETIQ LOGO CLP,1000.0,/PC
10,883409,1,PACK MICROPLAQUES BIO-RAD,1000.0,/PC
11,883199,1,ETIQ PP LOGO CLP GHS05,1050.0,/PC
12,883674,1,NOT. MONO HAV TOTAL 72481 2L,1000.0,/PC
13,7203Y,2,ROUGE DE PHENOL SOL.2% FL.5ML,4.0,/PC
14,274500,2,SACCHAROSE/25KG,8.5,KG
15,563400,2,MICROTITER PLATE CAO CSO*,2060.0,/PC
16,800972,2,SACHET SILICAGEL  ALLERGOLAM,2060.0,/PC
17,801070,2,EAU PPI/5L CAO,26.0,L
18,801519,2,SODIUM HYDROGENOCARBONATE/5KG,181.44,G
19,216022,2,CHLORURE SODIUM/ (Nacl) 5KG,1530.0,G
20,256002,2,POTASSIUM DIHYDROGENOPHOS/1KG,46.24,G
21,251002,2,DIPOTASSIUM HYDROGENOPHOS/1KG,309.4,G
22,801520,2,CARBONATE SODIUM ANHYDRE/5KG,57.24,G
23,3420Z1H,2,AC HAV 1-B-5 PURIF BV,50.0,MG
24,201502,2,"ALBUMINE BOVINE PH5,2 LYO/1KG*",510.0,G
25,517368,2,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
26,800016,2,EAU PPI/1L CAO,2.0,L
27,801952,2,BOB TRIPLEX ALU 96CUP L 240MM,410.0,M
28,7360Z,2,S.LAV. R2 20X VRAC,235.0,L
29,764010,2,FLAC.NAL 250ML TRANSP.N-ST CAO,1030.0,/PC
30,764017,2,CAPS.TRAN/NALG.125-250 ML CAO,1030.0,/PC
31,862210,2,ETIQ.SOL.LAVAGE 20X LOGO CLP,1050.0,/PC
32,7081G,2,HAV TOTAL R3 VRAC,1600.0,ML
33,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
34,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,1030.0,/PC
35,862150,2,ETIQ.NEUTRE PE WHITE (20X45),1050.0,/PC
36,7081H,2,HAV TOTAL R4 VRAC,3100.0,ML
37,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
38,545214,2,CAPS DIN 14 BUTYL TEFLON JAUNE,1030.0,/PC
39,862150,2,ETIQ.NEUTRE PE WHITE (20X45),1050.0,/PC
40,7081J,2,HAV TOTAL R5  VRAC,1100.0,ML
41,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,1030.0,/PC
42,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,1030.0,/PC
43,862150,2,ETIQ.NEUTRE PE WHITE (20X45),1050.0,/PC
44,7081K,2,HAV TOTAL R6  VRAC,29.0,L
45,764011,2,FLA.NAL 60ML TRAN.STER.CAO-CSO,1000.0,/PC
46,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
47,880625,2,ETIQ.PP.(30X50) PE CLP,1050.0,/PC
48,7081L,2,HAV TOTAL R7  VRAC,27.0,L
49,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,1030.0,/PC
50,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
51,880625,2,ETIQ.PP.(30X50) PE CLP,1050.0,/PC
52,7114X,2,TP SUBSTRAT WW2 / TMB VRAC,63.0,L
53,764008,2,FLAC.NAL 60ML OPAQ N-STE  CAO,1030.0,/PC
54,764018,2,CAPS.OPA NALGE 60ML OPAQ. CAO,1030.0,/PC
55,883003,2,ET. CE TP.SUBST.TMB 60ML  R8,1050.0,/PC
56,7114V,2,CHROM. TMB WW3 VRAC COLORE,6.0,L
57,545300,2,CAPSULE DIN 18 JOINT TEFLON,1030.0,/PC
58,562139,2,FL.VIS 5ML VN JNE DIN 18 CAO,1030.0,/PC
59,862213,2,ETIQ R9 TMB COLORE,1000.0,/PC
60,7114Z,2,SOL.ARRET H2S04 1N / WW2 VRAC,28.0,L
61,764007,2,FLAC.NALG30ML TRAN.STE.CAO-CSO,1030.0,/PC
62,764016,2,CAPS.TRA/NALG.8-15-30-60ML CAO,1030.0,/PC
63,862211,2,ETIQ SOL.ARRET1N LOGO CORROSIF,1050.0,/PC
64,7203V,3,SOL.ROUGE DE PHENOL A 20P 1000,0.0248,L
65,545300,3,CAPSULE DIN 18 JOINT TEFLON,5.0,/PC
66,562139,3,FL.VIS 5ML VN JNE DIN 18 CAO,5.0,/PC
67,3420Z,3,AC HAV 1-B-5 PURIFIE,50.0,MG
68,280504,3,TRIZMA BASE/5KG,5.687,KG
69,720020,3,CHLORURE SODIUM/25KG,58.75,KG
70,801518,3,TWEEN 20/1L,4.7,L
71,701129,3,PROCLIN 300/2L,0.094,L
72,800542,3,"A CHLORHYDRIQUE FUMANT/2,5L",3.4075,L
73,517374,3,"CART PALL AB1 NB7P 0,45 MU",1.0,/PC
74,216022,3,CHLORURE SODIUM/ (Nacl) 5KG,1.175,KG
75,7081M,3,POOL NEGATIF  HAV TOTAL,1760.0,ML
76,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
77,7081J,3,HAV TOTAL R5  VRAC,775.0,ML
78,7081M,3,POOL NEGATIF  HAV TOTAL,2325.0,ML
79,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
80,7081S,3,POOL POSITIF  HAV TOTAL,6.975,ML
81,7081M,3,POOL NEGATIF  HAV TOTAL,768.8,ML
82,517368,3,"CAPS 5231307H8-00-B 0,2 MU",1.0,/PC
83,800081,3,CHLORHYDRATE TRIS/5KG,0.812,KG
84,280504,3,TRIZMA BASE/5KG,0.07540000000000001,KG
