,item,level,name,quantity,unit
0,6278A,1,CTL NEG ASPERGILLUS IgG ET,100.0,/PC
1,6278B,1,CTL POS ASPERGILLUS IgG ET,100.0,/PC
2,883109,1,ETIQ NEUTRE GHS07 (110X50),50.0,/PC
3,881126,1,NOT PL ASP IgG CTL 62786 CLP,50.0,/PC
4,880653,1,ETUI P.P. 116X53X77,50.0,/PC
5,863300,1,CAL.MOUSSE PAST.CAND./ASPERG,50.0,/PC
6,6278C,2,CTL NEG ASPERGILLUS IgG VRAC,40.0,ML
7,545215,2,CAPS DIN 14 BUTYL TEFLON VERTE,100.0,/PC
8,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,100.0,/PC
9,880973,2,ETIQ.PP.(20x45) +4°C GHS07,100.0,/PC
10,6278D,2,CTL POS ASPERGILLUS IgG VRAC,40.0,ML
11,545212,2,CAPS DIN 14 BUTYL TEFLON ROUGE,100.0,/PC
12,561989,2,FLA. VIS 3ML VNB DIN 14 CAO,100.0,/PC
13,880973,2,ETIQ.PP.(20x45) +4°C GHS07,100.0,/PC
14,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,0.04,L
15,517438,3,CARTOUCHE SARTOBRAN,1.0,/PC
16,701129,3,PROCLIN 300/2L,0.004,L
17,6278E,3,POOL POS ASPERGILLUS IgG,20.0,ML
18,6297Y,3,S.NEGATIF ASPERGILLUS CONTROLE,0.02,L
19,701129,3,PROCLIN 300/2L,0.004,L
20,517438,3,CARTOUCHE SARTOBRAN,1.0,/PC
21,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.02,L
22,620273,4,SER HUMAINIgG Aspergillus POS,20.0,ML
23,8623W,4,SER.MONOLISA AC/HBS POS CAO,0.02,L
24,701262,5,SERUM HUMAIN NORMAL IBBI,0.02,L
25,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
26,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
27,517587,5,CARTOUCHE SUPOR,1.0,/PC
28,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
29,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
30,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
31,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
32,701262,5,SERUM HUMAIN NORMAL IBBI,0.02,L
33,862152,5,ETIQ.NEUTRE PE WHITE (45X75),1.0,/PC
34,765066,5,BID.HDPE/2.5L STER.CSO(464950),1.0,/PC
35,517587,5,CARTOUCHE SUPOR,1.0,/PC
36,517588,5,CARTOUCHE ULTIPOR 2µm,1.0,/PC
37,883137,5,ETIQ. PL R1 AC HBS EIA,1.0,/PC
38,862209,5,ETIQ. 115x115MM PE BLANCHE,1.0,/PC
39,517411,5,FILTRE GAF N50 PO 3S  50 M/50u,1.0,/PC
